,Firm,Year,Name
1165,SONME,2001,SÖNMEZ FİLAMENT A.Ş.
1166,NUHCM,2001,NUH ÇİMENTO SANAYİ A.Ş
1167,MRDIN,2001,MARDİN ÇİMENTO SANAYİİ VE TİC.A.Ş.
1168,ANHYT,2001,ANADOLU HAYAT SİGORTA A.Ş.
1169,VANET,2001,VAN-ET ENTEGRE ET SANAYİ VE TİCARET A.Ş.
1170,CIMSA,2001,ÇİMSA ÇİMENTO SANAYİ VE TİCARET A.Ş.
1171,MZHLD,2001,MAZHAR ZORLU HOLDİNG A.Ş.
1172,DERIM,2001,DERİMOD KONFEKSİYON AYAKKABI DERİ SANAYİ VE TİC.A.Ş.
1173,grgyo,2001,GARANTİ GAYRİMENKUL YATIRIM ORTAKLIĞI A. Ş.
1174,TATKS,2001,TAT KONSERVE SANAYİİ A.Ş.
1175,ditas,2001,DİTAŞ DOĞAN YEDEK PARÇA İMALAT VE TEKNİK A.Ş.
1176,AKBNK,2001,AKBANK T.A.Ş.
1177,PENGD,2001,PENGUEN GIDA SANAYİ A.Ş.
1178,BRYAT,2001,BORUSAN YATIRIM VE PAZARLAMA A.Ş.
1179,Avrsy,2001,AVRASYA MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
1180,ARSAN,2001,ARSAN TEKSTİL TİCARET VE SANAYİ ANONİM ŞİRKETİ
1181,SNPAM,2001,SÖNMEZ PAMUKLU SANAYİİ A.Ş.
1182,eregl,2001,EREĞLİ DEMİR VE ÇELİK FABRİKALARI T.A.Ş.
1183,rakse,2001,RAKS ELEKTRONİK SANAYİ VE TİCARET A.Ş
1184,BAKAB,2001,BAK AMBALAJ SAN.VE TİC.A.Ş.
1185,KENT,2001,KENT GIDA MADDELERİ SANAYİİ VE TİCARET A.Ş.
1186,DOBUR,2001,DOĞAN BURDA RİZZOLİ DERGİ YAYINCILIK  VE PAZARLAMA A.Ş.
1187,FNSYO,2001,FİNANS YATIRIM ORTAKLIĞI A.Ş.
1188,VKGYO,2001,VAKIF GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
1189,ALGYO,2001,ALARKO GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
1190,GSRAY,2001,GALATASARAY SPORTİF VE SINAİ VE TİCARİ YATIRIMLAR A.Ş.
1191,IZOCM,2001,İZOCAM TİCARET VE SANAYİ ANONİM ŞİRKETİ
1192,KRDMD,2001,KARDEMİR KARABÜK DEMİR ÇELİK SANAYİ VE TİCARET A.Ş.
1193,BUMYO,2001,BUMERANG YATIRIM ORTAKLIĞI A.Ş.
1194,BANVT,2001,BANVİT BANDIRMA VİTAMİNLİ YEM SANAYİ A.Ş.
1195,THYAO,2001,TÜRK HAVAYOLLARI A.O.
1196,pìnsu,2001,PINAR SU SANAYİ VE TİCARET A.Ş.
1197,TOASO,2001,TOFAŞ TÜRK OTOMOBİL FABRİKASI A.Ş.
1198,TUDDF,2001,TÜRK DEMİR DÖKÜM FABRİKALARI A.Ş.
1199,tpfac,2001,TOPRAK FACTORİNG A.Ş.
1200,ABANA,2001,ABANA ELEKTROMEKANİK SAN.TİC.A.Ş.
1201,DEVA,2001,DEVA HOLDİNG A.Ş.
1202,SANKO,2001,SANKO PAZARLAMA İTHALAT İHRACAT A.Ş.
1203,BRISA,2001,BRİSA BRİDGESTONE SABANCI LASTİK SANAYİ VE TİCARET A.Ş.
1204,EPLAS,2001,EGEPLAST EGE PLASTİK TİCARET VE SANAYİ A.Ş.
1205,EDIP,2001,EDİP İPLİK SANAYİ ve TİCARET A.Ş.
1206,ASLAN,2001,LAFARGE ASLAN ÇİMENTO A.Ş
1207,AKALT,2001,AK-AL TEKSTİL SANAYİİ A.Ş.
1208,ACIBD,2001,ACIBADEM SAĞLIK HİZMETLERİ VE TİCARET A.Ş.
1209,KERVT,2001,KEREVİTAŞ GIDA SANAYİ VE TİCARET ANONİM ŞİRKETİ
1210,IKTFN,2001,İKTİSAT FİNANSAL KİRALAMA A.Ş.
1211,BAGFS,2001,BAGFAŞ BANDIRMA GÜBRE FABRİKALARI
1212,gümüs,2001,GÜMÜŞSUYU HALI VE YER KAPLAMALARI SANAYİ VE TİCARET A.Ş.
1213,ALNTF,2001,ALTERNATİFBANK A.Ş.
1214,ATLAS,2001,ATLAS MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
1215,PRKAB,2001,TÜRK PIRELLI KABLO VE SİSTEMLERİ A.Ş.
1216,BOSSA,2001,BOSSA TİCARET VE SANAYİ İŞLETMELERİ T.A.Ş.
1217,trnsk,2001,TRANSTÜRK HOLDİNG A.Ş.
1218,ARFYO,2001,ALTERNATİF YATIRIM ORTAKLIĞI A.Ş.
1219,CEMTS,2001,ÇEMTAŞ ÇELİK MAKİNA SANAYİ VE TİCARET A.Ş.
1220,SKTAS,2001,SÖKTAŞ PAMUK VE TARIM ÜRÜNLERİNİ DEĞERLENDİRME TİCARET VE SANAYİ A.Ş.
1221,NETAS,2001,NETAŞ NORTHERN ELECTRIC TELEKOMÜNİKASYON A.Ş
1222,YKFIN,2001,YAPI KREDİ FİNANSAL KİRALAMA A.O.
1223,NTHOL,2001,NET HOLDİNG A.Ş.
1224,BJKAS,2001,BEŞİKTAŞ FUTBOL YATIRIMLARI SANAYİ VE TİCARET A.Ş.
1225,PETUN,2001,PINAR ENTEGRE ET VE UN SANAYİİ A.Ş.
1226,YAZIC,2001,YAZICILAR HOLDİNG A.Ş.
1227,CMBTN,2001,ÇİMBETON HAZIRBETON VE PREFABRİK YAPI ELEMANLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ
1228,ISGYO,2001,İŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
1229,tskb,2001,TÜRKİYE SINAİ KALKINMA BANKASI A.Ş.
1230,GRNYO,2001,GARANTİ YATIRIM ORTAKLIĞI A.Ş.
1231,GOLTS,2001,GÖLTAŞ GÖLLER BÖLGESİ ÇİMENTO SANAYİ VE TİCARET A.Ş.
1232,BYRBY,2001,BAYRAKLI BOYA VE VERNİK SANAYİ A.Ş.
1233,SIFAS,2001,SİFAŞ SENTETİK İPLİK FABRİKALARI  A.Ş.
1234,link,2001,LİNK BİLGİSAYAR SİSTEMLERİ YAZ. VE DON. SAN. VE TİC. A.Ş.
1235,KEPEZ,2001,KEPEZ ELEKTRİK T.A.Ş.
1236,VESTL,2001,VESTEL ELEKTRONİK SANAYİ VE TİCARET A.Ş.
1237,UCAK,2001,UÇAK SERVİSİ A.Ş.
1238,EGEEN,2001,EGE ENDÜSTRİ VE TİCARET A.Ş.
1239,topfn,2001,TOPRAK FİNANSAL KİRALAMA A.Ş.
1240,sybnk,2001,SINAİ YATIRIM BANKASI A.Ş.
1241,ALKA,2001,ALKİM KAĞIT SANAYİ VE TİCARET A.Ş.
1242,luksk,2001,LÜKS KADİFE TİC.VE SAN.A.Ş.
1243,BSPRO,2001,BSH PROFİLO ELEKTRİKLİ GEREÇLER SANAYİİ A.Ş.
1244,BURCE,2001,BURÇELİK-BURSA ÇELİK DÖKÜM SANAYİ  A.Ş.
1245,CUKEL,2001,ÇUKUROVA ELEKTRİK A.Ş.
1246,OTKAR,2001,OTOKAR OTOBÜS KAROSERİ SANAYİ A.Ş.
1247,ATSYO,2001,ATLANTİS YATIRIM ORTAKLIĞI A.Ş.
1248,MDRNU,2001,MUDURNU TAVUKÇULUK A.Ş.
1249,VARYO,2001,VARLIK YATIRIM ORTAKLIĞI A.Ş.
1250,FROTO,2001,FORD OTOMOTİV SANAYİ A.Ş.
1251,AKENR,2001,AK ENERJİ ELEKTRİK ÜRETİMİ OTOPRODÜKTÖR GRUBU A.Ş.
1252,CLEBI,2001,ÇELEBİ HAVA SERVİSİ A.Ş.
1253,brmen,2001,BİRLİK MENSUCAT TİC.VE SAN.İŞL.A.Ş.
1254,VAKKO,2001,VAKKO TEKSTİL VE HAZIR GİYİM SAN.İŞL.A.Ş.
1255,EFES,2001,EFES SINAİ YATIRIM HOLDİNG A.Ş.
1256,PTOFS,2001,PETROL OFİSİ A.Ş.
1257,BYSAN,2001,BOYASAN TEKSTİL SANAYİ VE TİCARET A.Ş.
1258,TBORG,2001,TÜRK TUBORG BİRA VE MALT SANAYİİ A.Ş.
1259,Kartn,2001,KARTONSAN KARTON SANAYİ VE TİCARET A.Ş.
1260,BOLUC,2001,BOLU ÇİMENTO SANAYİİ A.Ş.
1261,ATEKS,2001,AKIN TEKSTİL A.Ş.
1262,TRCAS,2001,TURCAS PETROL A.Ş.
1263,AKGRT,2001,AKSİGORTA A.Ş.
1264,MAALT,2001,MARMARİS ALTINYUNUS TURİSTİK TESİSLER A.Ş.
1265,BROVA,2001,BOROVA YAPI ENDÜSTRİSİ A.Ş. 
1266,YKGYO,2001,YAPI KREDİ KORAY GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
1267,TRKCM,2001,TRAKYA CAM SANAYİİ A.Ş.
1268,YATAS,2001,YATAŞ YATAK VE YORGAN SAN.TİC.A.Ş.
1269,AGIDA,2001,ANADOLU GIDA SANAYİİ A.Ş.
1270,BRSAN,2001,BORUSAN BİRLEŞİK BORU FABRİKALARI A.Ş.
1271,USAK,2001,UŞAK SERAMİK SANAYİİ A.Ş.
1272,sybyo,2001,SYB YATIRIM ORTAKLIĞI A.Ş.
1273,OZFIN,2001,ÖZ FİNANS FACTORİNG HİZMETLERİ A.Ş.
1274,MIGRS,2001,MİGROS TÜRK T.A.Ş.
1275,PNSUT,2001,PINAR SÜT MAMÜLLERİ SANAYİİ A.Ş.
1276,Karsn,2001,KARSAN OTOMOTİV SANAYİİ VE TİCARET A.Ş.
1277,HURGZ,2001,HÜRRİYET GAZETECİLİK VE MATBAACILIK A.Ş.
1278,DUROF,2001,DURAN OFSET MATBAACILIK VE AMBALAJ SANAYİ A.Ş.
1279,sezgd,2001,SEZGİNLER GIDA SANAYİ VE TİCARET A.Ş.
1280,AKCNS,2001,KURULUŞ TARİHİ
1281,ASUZU,2001,ANADOLU ISUZU OTOMOTİV SANAYİ VE TİCARET A.Ş.
1282,Evren,2001,EVREN MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
1283,TCELL,2001,TURKCELL İLETİŞİM HİZMETLERİ A.Ş. 
1284,AKFIN,2001,GARANTİ FAKTORING HİZMETLERİ A.Ş.
1285,KNFRT,2001,KONFRUT GIDA SANAYİ VE TİCARET A.Ş.
1286,PRTAS,2001,ÇBS PRİNTAŞ BASKI MÜREKKEPLERİ VE GEREÇLERİ SANAYİ A.Ş.
1287,bisas,2001,BİSAŞ TEKSTİL SANAYİ VE TİCARET A.Ş.
1288,OLMKS,2001,"OLMUKSA INTERNATIONAL PAPER SABANCI AMBALAJ 
SAN.VE TİC.A.Ş."
1289,mteks,2001,METEMTEKS TEKSTİL SANAYİ VE TİCARET A.Ş.
1290,RKSEV,2001,"RAKSEV,RAKS ELEKTRİKLİ EV ALETLERİ SANAYİ VE TİCARET A.Ş."
1291,TNSAS,2001,TANSAŞ PERAKENDE MAĞAZACILIK TİCARET A.Ş.
1292,FENIS,2001,FENİŞ ALÜMİNYUM SANAYİ VE TİCARET ANONİM ŞİRKETİ
1293,Intem,2001,İNTEMA İNŞAAT VE TESİSAT MALZEMELERİ YATIRIM VE PAZARLAMA A.Ş.
1294,NTTUR,2001,NET TURİZM TİCARET VE SANAYİ A .Ş.
1295,ESEMS,2001,ESEM SPOR GİYİM SANAYİ VE TİCARET A.Ş.
1296,ECILC,2001,EİS ECZACIBAŞI İLAÇ SANAYİ VE TİCARET A.Ş.
1297,VKFRS,2001,VAKIF RİSK SERMAYESİ YATIRIM ORTAKLIĞI ANONİM ŞİRKETİ
1298,MEGES,2001,MEGES BOYA SANAYİ VE TİCARET A.Ş.
1299,KLMSN,2001,KLİMASAN KLİMA SANAYİ VE TİCARET A.Ş.
1300,TUMTK,2001,TÜMTEKS TEKSTİL SANAYİ VE TİCARET A.Ş.
1301,DENCM,2001,DENİZLİ CAM SANAYİİ VE TİCARET A.Ş.
1302,PIMAS,2001,PİMAŞ PLASTİK İNŞAAT MALZEMELERİ ANONİM ŞİRKETİ
1303,tire,2001,TİRE KUTSAN OLUKLU MUKAVVA KUTU VE KAĞIT SANAYİİ A.Ş.
1304,tebnk,2001,TÜRK EKONOMİ BANKASI A.Ş.
1305,ISGEN,2001,İŞ GENEL FİNANSAL KİRALAMA A.Ş.
1306,HZNDR,2001,HAZNEDAR REFRAKTER SANAYİİ A.Ş.
1307,HEKTS,2001,HEKTAŞ TİCARET T.A.Ş.
1308,AKTAS,2001,AKTAŞ ELEKTRİK TİCARET A.Ş.
1309,gima,2001,GİMA GIDA VE İHTİYAÇ MADDELERİ TÜRK A.Ş.
1310,BEKO,2001,BEKO ELEKTRONİK A.Ş.
1311,alcar,2001,ALARKO CARRIER SANAYİ VE TİCARET A.Ş.
1312,AYCES,2001,ALTIN YUNUS ÇEŞME TURİSTİK TESİSLER A.Ş.
1313,KUTPO,2001,KÜTAHYA PORSELEN SANAYİİ A.Ş.
1314,anacm,2001,ANADOLU CAM SANAYİİ A.Ş.
1315,kotks,2001,KONİTEKS KONFEKSİYON ENDÜSTRİ ve TİC. A.Ş.
1316,MARET,2001,MARET MARMARA BESİCİLİK VE ET SANAYİ VE TİCARET A.Ş.
1317,MAKTK,2001,MAKİNA TAKIM ENDÜSTRİSİ A.Ş.
1318,GORBN,2001,GORBON IŞIL SERAMİK A.Ş.
1319,CMENT,2001,ÇİMENTAŞ İZMİR ÇİMENTO FABRİKASI TÜRK A.Ş.
1320,MILYT,2001,MİLLİYET GAZETECİLİK A.Ş.
1321,ECBYO,2001,ECZACIBAŞI YATIRIM ORTAKLIĞI A.Ş.
1322,EGYO,2001,EGS GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
1323,escom,2001,ESCORT COMPUTER ELEKTRONİK SANAYİ VE TİCARET A.Ş.
1324,IZMDC,2001,İZMİR DEMİR ÇELİK SANAYİ A.Ş.
1325,TACYO,2001,TAÇ YATIRIM ORTAKLIĞI A.Ş.
1326,Polyl,2001,POLYLEN SENTETİK İPLİK SANAYİİ A.Ş.
1327,NERGS,2001,NERGİS HOLDİNG A.Ş.
1328,SASA,2001,"SASA DUPONT SABANCI POLYESTER SANAYİ A.Ş.
SASA DUPONT SABANCI POLYESTER INC."
1329,raysg,2001,RAY SİGORTA A.Ş.
1330,GENTS,2001,GENTAŞ GENEL METAL SANAYİ VE TİCARET A.Ş.
1331,alyag,2001,ALTINYAĞ KOMBİNALARI A.Ş.
1332,DOKTS,2001,DÖKTAŞ DÖKÜMCÜLÜK TİCARET VE SANAYİ A.Ş.
1333,Glbyo,2001,GLOBAL MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
1334,MYZYO,2001,MUSTAFA YILMAZ YATIRIM ORTAKLIĞI A.Ş.
1335,CYTAS,2001,CEYTAŞ MADENCİLİK TEKSTİL SANAYİ VE TİCARET A.Ş.
1336,EGFIN,2001,EGS FİNANSAL KİRALAMA A.Ş.
1337,EGPRO,2001,EGE  PROFİL  TİCARET VE SANAYİ A.Ş.
1338,LOGO,2001,LOGO YAZILIM SANAYİ VE TİCARET A.Ş.
1339,selgd,2001,SELÇUK GIDA ENDÜSTRİ İHRACAT İTHALAT A.Ş.
1340,MNDRS,2001,MENDERES TEKSTİL SANAYİ VE TİCARET A.Ş.
1341,AFYON,2001,AFYON ÇİMENTO SANAYİ T.A.Ş.
1342,ansgr,2001,ANADOLU ANONİM TÜRK SİGORTA ŞİRKETİ
1343,ATAYO,2001,ATA YATIRIM ORTAKLIĞI ANONİM ŞİRKETİ
1344,Goody,2001,GOODYEAR LASTİKLERİ T.A.Ş.
1345,skplc,2001,ŞEKER PİLİÇ ve YEM SANAYİ TİCARET A.Ş.
1346,ALTIN,2002,ALTINYILDIZ  MENSUCAT VE KONFEKSİYON FABRİKALARI A.Ş.
1347,TEKTU,2002,TEK-ART TURİZM A.Ş.
1348,PKENT,2002,PETROKENT TURİZM A.Ş.
1349,ADEL,2002,ADEL KALEMCİLİK TİCARET VE SANAYİ A.Ş.
1350,KAVPA,2002,"KAV DANIŞMANLIK, PAZARLAMA VE TİCARET A.Ş."
1351,COMUN,2002,COMMERCIAL UNION SİGORTA A.Ş.
1352,PETKM,2002,PETKİM PETROKİMYA HOLDİNG A.Ş.
1353,UNYEC,2002,ÜNYE  ÇİMENTO  SANAYİİ VE  TİCARET  A.Ş.
1354,SAPAZ,2002,SABAH PAZARLAMA A.Ş.
1355,EGGUB,2002,EGE GÜBRE SANAYİ A.Ş.
1356,IPMAT,2002,İPEK MATBAACILIK SANAYİ VE TİCARET A.Ş.
1357,FACF,2002,FACTOFİNANS ALACAK ALIMI A.Ş.
1358,DOHOL,2002,DOĞAN ŞİRKETLER GRUBU HOLDİNG A.Ş.
1359,ALFA,2002,ALFA MENKUL DEĞERLER A.Ş.
1360,BUCIM,2002,BURSA ÇİMENTO FABRİKASI A.Ş.
1361,CARSI,2002,ÇARŞI BÜYÜK MAĞAZACILIK A.Ş.
1362,GOLDS,2002,GOLDAŞ KUYUMCULUK SANAYİ İTHALAT İHRACAT A.Ş.
1363,FVORI,2002,FAVORİ DİNLENME YERLERİ A.Ş.
1364,KIPA,2002,KİPA KİTLE PAZARLAMA TİCARET VE GIDA SANAYİ A.Ş.
1365,MIPAZ,2002,MİLPA TİCARİ VE SINAİ ÜRÜNLER PAZARLAMA SAN.VE TİC.A.Ş
1366,KONYA,2002,KONYA ÇİMENTO SANAYİİ A.Ş.
1367,GUSGR,2002,GÜNEŞ SİGORTA A.Ş.
1368,IHGYO,2002,İHLAS GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
1369,SARKY,2002,SARKUYSAN ELEKTROLİTİK BAKIR SANAYİ VE TİCARET A.Ş.
1370,ARENA,2002,ARENA BİLGİSAYAR SAN. VE TİC. A.Ş.
1371,MERKO,2002,MERKO GIDA SANAYİ VE TİCARET A.Ş.
1372,SAHOL,2002,H.Ö. SABANCI HOLDİNG A.Ş.
1373,ZOREN,2002,ZORLU ENERJİ ELEKTRİK ÜRETİMİ OTOPRODÜKTÖR GRUBU A.Ş.
1374,SISE,2002,TÜRKİYE ŞİŞE VE CAM FABRİKALARI A.Ş.
1375,FMIZP,2002,FEDERAL MOGUL İZMİT PİSTON VE PİM ÜRETİM TESİSLERİ A.Ş.
1376,ARCLK,2002,ARÇELİK A.Ş.
1377,PRKTE,2002,PARK ELEKTRİK MADENCİLİK SANAYİ VE TİCARET A.Ş.
1378,CELHA,2002,ÇELİK HALAT VE TEL SANAYİİ A.Ş.
1379,EMKEL,2002,EMEK ELEKTRİK ENDÜSTRİSİ A.Ş.
1380,GLMDE,2002,GLOBAL MENKUL DEĞERLER A.Ş.
1381,FFKRL,2002,FİNANS FİNANSAL KİRALAMA A.Ş.
1382,LIOYS,2002,LİO YAĞ SANAYİ VE TİCARET A.Ş.
1383,GARAN,2002,T.GARANTİ BANKASI A.Ş
1384,NIGDE,2002,OYSA-NİĞDE ÇİMENTO SANAYİİ VE TİC.A.Ş.
1385,MUTLU,2002,MUTLU AKÜ VE MALZEMELERİ SANAYİİ A.Ş.
1386,GEDIZ,2002,GİMSAN GEDİZ İPLİK VE MENSUCAT SANAYİİ A.Ş.
1387,EGSER,2002,EGE SERAMİK SANAYİ VE TİCARET A.Ş.
1388,KCHOL,2002,KOÇ HOLDİNG A.Ş.
1389,METAS,2002,METAŞ İZMİR METALURJİ FABRİKASI T.A.Ş.
1390,ARAT,2002,ARAT TEKSTİL SANAYİ VE TİCARET A.Ş.
1391,IHLAS,2002,İHLAS HOLDİNG A.Ş.
1392,EGIYM,2002,EGS EGESER GİYİM SANAYİ İÇ VE DIŞ TİCARET A.Ş.
1393,SODA,2002,SODA SANAYİİ A.Ş.
1394,PASTA,2002,PASTAVİLLA MAKARNACILIK SANAYİ VE TİCARET A.Ş.
1395,ADANA,2002,ADANA ÇİMENTO SANAYİİ T.A.Ş.
1396,AKYO,2002,AK YATIRIM ORTAKLIĞI A.Ş.
1397,YKBNK,2002,YAPI ve KREDİ BANKASI A.Ş.
1398,TUPRS,2002,TÜPRAŞ TÜRKİYE PETROL RAFİNERİLERİ A.Ş.
1399,EGHOL,2002,EGS HOLDİNG A.Ş.
1400,GSDHO,2002,GSD HOLDİNG A.Ş.
1401,FINBN,2002,FİNANSBANK A.Ş.
1402,PARSN,2002,PARSAN MAKİNA PARÇALARI SANAYİİ A.Ş.
1403,YKRYO,2002,YAPI KREDİ YATIRIM ORTAKLIĞI A.Ş.
1404,DOGUB,2002,DOĞUSAN BORU SANAYİİ VE TİCARET A.Ş.
1405,AKSA,2002,AKSA  AKRİLİK KİMYA SANAYİİ A.Ş. 
1406,KLBMO,2002,KELEBEK MOBİLYA VE KONTRPLAK SANAYİ A.Ş.
1407,AGYO,2002,ATAKULE GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
1408,UNTAR,2002,ÜNAL TARIM ÜRÜNLERİ İHRACAT VE SANAYİ A.Ş.
1409,vkfyt,2002,VAKIF MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
1410,DARDL,2002,DARDANEL ÖNENTAŞ GIDA SANAYİ A.Ş.
1411,ALARK,2002,ALARKO HOLDİNG A.Ş.
1412,KORDS,2002,"KORDSA SABANCI DUPONT ENDÜSTRİYEL İPLİK VE KORD BEZİ
SANAYİ VE TİCARET A.Ş."
1413,FRIGO,2002,FRİGO-PAK GIDA MADDELERİ SANAYİ VE TİCARET A.Ş.
1414,BSOKE,2002,BATISÖKE SÖKE ÇİMENTO SANAYİİ T.A.Ş
1415,AYEN,2002,AYEN ENERJİ A.Ş.
1416,DNZYO,2002,DENİZ  YATIRIM  ORTAKLIĞI  A.Ş.
1417,CMLOJ,2002,CAMİŞ LOJİSTİK HİZMETLERİ VE TİCARET A.Ş.
1418,KAPLM,2002,KAPLAMİN AMBALAJ SANAYİ VE TİCARET A.Ş.
1419,AKIPD,2002,AKSU İPLİK DOKUMA VE BOYA APRE FABRİKALARI T.A.Ş.
1420,DENTA,2002,DENTAŞ AMBALAJ VE KAĞIT SAN.A.Ş.
1421,MMART,2002,MARMARİS MARTI OTEL İŞLETMELERİ A.Ş.
1422,GDKYO,2002,GEDİK YATIRIM ORTAKLIĞI A.Ş
1423,VKING,2002,VİKİNG KAĞIT VE SELÜLOZ A.Ş.
1424,DYOBY,2002,DYO BOYA FABRİKALARI SANAYİ VE TİCARET A.Ş.
1425,SABAH,2002,SABAH YAYINCILIK  A.Ş.
1426,GUBRF,2002,GÜBRE FABRİKALARI T.A.Ş.
1427,AYGAZ,2002,AYGAZ A.Ş.
1428,AEFES,2002,ANADOLU EFES BİRACILIK VE MALT SANAYİİ A.Ş.
1429,VAKFN,2002,VAKIF FİNANSAL KİRALAMA A.Ş.
1430,ECZYT,2002,ECZACIBAŞI YATIRIM HOLDİNG ORTAKLIĞI A.Ş.
1431,YUNSA,2002,YÜNSA YÜNLÜ SANAYİ VE TİCARET A.Ş.
1432,BTCIM,2002,BATIÇİM BATI ANADOLU ÇİMENTO SANAYİİ A.Ş.
1433,SKBNK,2002,ŞEKERBANK T.A.Ş.
1434,ALKIM,2002,ALKİM ALKALİ KİMYA A.Ş.
1435,ERBOS,2002,ERBOSAN ERCİYAS BORU SANAYİİ VE TİCARET A.Ş.
1436,KRTEK,2002,KARSU TEKSTİL SANAYİİ VE TİCARET A.Ş.
1437,ECYAP,2002,ECZACIBAŞI YAPI GEREÇLERİ SANAYİ VE TİCARET A.Ş.
1438,ERSU,2002,ERSU MEYVE VE GIDA SANAYİ A.Ş.
1439,MEMSA,2002,MENSA MENSUCAT SANAYİ VE TİCARET A.Ş.
1440,SERVE,2002,SERVE KIRTASİYE SANAYİ VE TİCARET A.Ş.
1441,KRSTL,2002,KRİSTAL KOLA VE MEŞRUBAT SANAYİ TİCARET A.Ş.
1442,IHEVA,2002,İHLAS EV ALETLERİ İMALAT SANAYİ VE TİCARET A.Ş.
1443,CBSBO,2002,ÇBS BOYA KİMYA SANAYİİ VE TİCARETİ A.Ş.
1444,ALCTL,2002,ALCATEL TELETAŞ TELEKOMÜNİKASYON ENDÜSTRİ TİCARET A.Ş.
1445,TUKAS,2002,TUKAŞ GIDA SANAYİ VE TİCARET A.Ş.
1446,TEKST,2002,TEKSTİL BANKASI A.Ş.
1447,AKSUE,2002,AKSU ENERJİ VE TİCARET A.Ş.
1448,IDAS,2002,İDAŞ - İSTANBUL DÖŞEME SANAYİİ A.Ş.
1449,BERDN,2002,BERDAN TEKSTİL SANAYİ VE TİCARET A.Ş.
1450,BFREN,2002,BOSCH FREN SİSTEMLERİ SANAYİ VE TİCARET A.Ş.
1451,OKANT,2002,OKAN TEKSTİL SANAYİ VE TİCARET A.Ş.
1452,CEYLN,2002,CEYLAN GİYİM SANAYİ VE TİCARET A.Ş.
1453,NUGYO,2002,NUROL GAYRİMENKUL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
1454,ISYAT,2002,İŞ YATIRIM ORTAKLIĞI A.Ş.
1455,MRSHL,2002,MARSHALL BOYA VE VERNİK SANAYİİ AŞ
1456,EMNIS,2002,EMİNİŞ AMBALAJ SANAYİ VE TİCARET A.Ş.
1457,ISAMB,2002,IŞIKLAR AMBALAJ SANAYİ VE TİCARET A.Ş.
1458,YKSGR,2002,YAPI KREDİ SİGORTA A.Ş.
1459,UKIM,2002,UKİ ULUSLARARASI KONFEKSİYON İMALAT VE TİCARET A.Ş.
1460,DYHOL,2002,DOĞAN YAYIN HOLDİNG A.Ş.
1461,TKBNK,2002,T.KALKINMA BANKASI A.Ş.
1462,UZEL,2002,UZEL MAKİNA SANAYİ A.Ş.
1463,YTFYO,2002,YATIRIM FİNANSMAN YATIRIM ORTAKLIĞI A.Ş.
1464,DMSAS,2002,DEMİSAŞ DÖKÜM EMAYE MAMULLERİ SANAYİ A.Ş.
1465,SONME,2002,SÖNMEZ FİLAMENT A.Ş.
1466,NUHCM,2002,NUH ÇİMENTO SANAYİ A.Ş
1467,MRDIN,2002,MARDİN ÇİMENTO SANAYİİ VE TİC.A.Ş.
1468,ANHYT,2002,ANADOLU HAYAT EMEKLİLİK A.Ş.
1469,MEDYA,2002,MEDYA HOLDİNG A.Ş.
1470,VANET,2002,VAN-ET ENTEGRE ET SANAYİ VE TİCARET A.Ş.
1471,CIMSA,2002,		ÇİMSA ÇİMENTO SANAYİ VE TİCARET A.Ş.
1472,MZHLD,2002,MAZHAR ZORLU HOLDİNG A.Ş.
1473,DERIM,2002,DERİMOD KONFEKSİYON AYAKKABI DERİ SANAYİ VE TİCARET A.Ş.
1474,GRGYO,2002,GARANTİ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
1475,TATKS,2002,TAT KONSERVE SANAYİİ A.Ş.
1476,DITAS,2002,DİTAŞ DOĞAN YEDEK PARÇA İMALAT VE TEKNİK A.Ş.
1477,AKBNK,2002,AKBANK T.A.Ş.
1478,PENGD,2002,PENGUEN GIDA SANAYİ A.Ş.
1479,BRYAT,2002,BORUSAN YATIRIM VE PAZARLAMA A.Ş.
1480,AVRSY,2002,AVRASYA MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
1481,ARSAN,2002,ARSAN TEKSTİL TİCARET VE SANAYİ A.Ş.
1482,SNPAM,2002,SÖNMEZ PAMUKLU SANAYİİ A.Ş.
1483,EREGL,2002,EREĞLİ DEMİR VE ÇELİK FABRİKALARI T.A.Ş.
1484,RAKSE,2002,RAKS ELEKTRONİK SANAYİ VE TİCARET A.Ş.
1485,BAKAB,2002,BAK AMBALAJ SANAYİ VE TİCARET A.Ş.
