,Firm,Year,Name
1812,ACIBD,2003,ACIBADEM SAĞLIK HİZMETLERİ VE TİCARET A.Ş.
1813,KERVT,2003,KEREVİTAŞ GIDA SANAYİ VE TİCARET A.Ş.
1814,BAGFS,2003,BAGFAŞ BANDIRMA GÜBRE FABRİKALARI A.Ş.
1815,ALNTF,2003,ALTERNATİFBANK A.Ş.
1816,ATLAS,2003,ATLAS MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
1817,PRKAB,2003,TÜRK PİRELLİ KABLO VE SİSTEMLERİ A.Ş.
1818,BOSSA,2003,BOSSA TİCARET VE SANAYİ İŞLETMELERİ T.A.Ş.
1819,TRNSK,2003,TRANSTÜRK HOLDİNG A.Ş.
1820,ARFYO,2003,ALTERNATİF YATIRIM ORTAKLIĞI A.Ş.
1821,CEMTS,2003,ÇEMTAŞ ÇELİK MAKİNA SANAYİ VE TİCARET A.Ş.
1822,SKTAS,2003,SÖKTAŞ TEKSTİL SANAYİ VE TİCARET A.Ş.
1823,NETAS,2003,NORTEL NETWORKS NETAŞ TELEKOMÜNİKASYON A.Ş
1824,YKFIN,2003,YAPI KREDİ FİNANSAL KİRALAMA A.O.
1825,NTHOL,2003,NET HOLDİNG A. Ş.
1826,BJKAS,2003,BEŞİKTAŞ FUTBOL YATIRIMLARI SANAYİ VE TİCARET A.Ş.
1827,PETUN,2003,PINAR ENTEGRE ET VE UN SANAYİİ A.Ş.
1828,YAZIC,2003,YAZICILAR HOLDİNG A.Ş. 
1829,CMBTN,2003,ÇİMBETON HAZIRBETON VE PREFABRİK YAPI ELEMANLARI SANAYİ VE TİCARET A.Ş.
1830,ISGYO,2003,İŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
1831,TSKB,2003,TÜRKİYE SINAİ KALKINMA BANKASI A.Ş.
1832,GRNYO,2003,GARANTİ YATIRIM ORTAKLIĞI A.Ş.
1833,GOLTS,2003,GÖLTAŞ GÖLLER BÖLGESİ ÇİMENTO SANAYİ VE TİCARET A.Ş
1834,SIFAS,2003,SİFAŞ SENTETİK İPLİK FABRİKALARI ANONİM ŞİRKETİ
1835,LINK,2003,LİNK BİLGİSAYAR SİSTEMLERİ YAZILIMI VE DONANIMI SANAYİ VE TİCARET A.Ş.
1836,VESTL,2003,VESTEL ELEKTRONİK SANAYİ VE TİCARET A.Ş.
1837,UCAK,2003,UÇAK SERVİSİ A.Ş.
1838,ULKER,2003,ÜLKER GIDA SANAYİ VE TİCARET A.Ş.
1839,EGEEN,2003,EGE ENDÜSTRİ VE TİCARET A.Ş.
1840,TOPFN,2003,TOPRAK FİNANSAL KİRALAMA A.Ş. 
1841,ALKA,2003,ALKİM KAĞIT SANAYİ VE TİCARET A.Ş.
1842,LUKSK,2003,LÜKS KADİFE TİCARET VE SANAYİ A.Ş.
1843,BSPRO,2003,BSH PROFİLO ELEKTRİKLİ GEREÇLER SANAYİİ A.Ş.
1844,BURCE,2003,BURÇELİK-BURSA ÇELİK DÖKÜM SANAYİ A.Ş.
1845,OTKAR,2003,OTOKAR OTOBÜS KAROSERİ SANAYİ A.Ş.
1846,ATSYO,2003,ATLANTİS YATIRIM ORTAKLIĞI A.Ş.
1847,VARYO,2003,VARLIK YATIRIM ORTAKLIĞI A.Ş.
1848,FROTO,2003,FORD OTOMOTİV SANAYİ A.Ş.
1849,AKENR,2003,AKENERJİ ELEKTRİK ÜRETİMİ OTOPRODÜKTÖR GRUBU A.Ş.
1850,ASLAN-ENF,2003,LAFARGE ASLAN ÇİMENTO A.Ş
1851,CLEBI,2003,ÇELEBİ HAVA SERVİSLERİ A.Ş.
1852,BRMEN,2003,BİRLİK MENSUCAT TİCARET VE SANAYİ İŞLETMELERİ A.Ş.
1853,METUR,2003,METEMTUR OTELCİLİK VE TURİZM İŞLETMELERİ A. Ş.
1854,VAKKO,2003,VAKKO TEKSTİL VE HAZIR GİYİM SANAYİ İŞL. A.Ş.
1855,ISFIN,2003,İŞ FİNANSAL KİRALAMA A.Ş.
1856,GARFA,2003,GARANTİ FAKTORING HİZMETLERİ A.Ş.
1857,EFES,2003,EFES SINAİ YATIRIM HOLDİNG A.Ş.
1858,PTOFS,2003,PETROL OFİSİ A.Ş.
1859,BYSAN,2003,BOYASAN TEKSTİL SANAYİ VE TİCARET A.Ş.
1860,TBORG,2003,TÜRK TUBORG BİRA VE MALT SANAYİİ A.Ş.
1861,KARTN,2003,KARTONSAN KARTON SANAYİ VE TİCARET A.Ş.
1862,BOLUC,2003,BOLU ÇİMENTO SANAYİİ A.Ş.
1863,ATEKS,2003,AKIN TEKSTİL A.Ş.
1864,PINSU,2003,PINAR SU SANAYİ VE TİCARET A.Ş.
1865,TRCAS,2003,TURCAS PETROL A.Ş.
1866,AKGRT,2003,AKSİGORTA A.Ş.
1867,MAALT,2003,MARMARİS ALTINYUNUS TURİSTİK TESİSLER A.Ş.
1868,BROVA,2003,BOROVA YAPI ENDÜSTRİSİ A.Ş.
1869,YKGYO,2003,YAPI KREDİ KORAY GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
1870,TRKCM,2003,TRAKYA CAM SANAYİİ A.Ş.
1871,YATAS,2003,YATAŞ YATAK VE YORGAN SAN.TİC.A.Ş.
1872,BRSAN,2003,BORUSAN BİRLEŞİK BORU FABRİKALARI A.Ş.
1873,USAK,2003,UŞAK SERAMİK SANAYİİ A.Ş.
1874,OZFIN,2003,ÖZ FİNANS FACTORİNG HİZMETLERİ A.Ş.
1875,MIGRS,2003,MİGROS TÜRK TİCARET A.Ş.
1876,PNSUT,2003,PINAR SÜT MAMULLERİ SANAYİİ A.Ş.
1877,KARSN,2003,KARSAN OTOMOTİV SANAYİİ VE TİCARET A.Ş.
1878,HURGZ,2003,HÜRRİYET GAZETECİLİK VE MATBAACILIK A.Ş.
1879,DUROF,2003,DURAN OFSET MATBAACILIK VE AMBALAJ SANAYİ A.Ş.
1880,AKCNS,2003,AKÇANSA ÇİMENTO SANAYİ VE TİCARET A.Ş.
1881,ASUZU,2003,ANADOLU ISUZU OTOMOTİV SANAYİ VE TİCARET A.Ş.
1882,EVREN,2003,EVREN MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
1883,TCELL,2003,TURKCELL İLETİŞİM HİZMETLERİ A.Ş. 
1884,KNFRT,2003,KONFRUT GIDA SANAYİ VE TİCARET A.Ş.
1885,PRTAS,2003,ÇBS PRİNTAŞ BASKI MÜREKKEPLERİ VE GEREÇLERİ SANAYİ A.Ş.
1886,BISAS,2003,BİSAŞ TEKSTİL SANAYİ VE TİCARET A.Ş.
1887,OLMKS,2003,OLMUKSA INTERNATIONAL PAPER-SABANCI AMBALAJ SANAYİ VE TİCARET A.Ş.
1888,MTEKS,2003,METEMTEKS TEKSTİL SANAYİ VE TİCARET A.Ş.
1889,RKSEV,2003,RAKS ELEKTRİKLİ EV ALETLERİ SANAYİ VE TİCARET A.Ş.
1890,TNSAS,2003,TANSAŞ PERAKENDE MAĞAZACILIK TİCARET A.Ş.
1891,FENIS,2003,FENİŞ ALÜMİNYUM SANAYİ VE TİCARET A.Ş.
1892,INTEM,2003,İNTEMA İNŞAAT VE TESİSAT MALZEMELERİ YATIRIM VE PAZARLAMA A.Ş
1893,NTTUR,2003,NET TURİZM TİCARET VE SANAYİ A.Ş.
1894,ESEMS,2003,ESEM SPOR GİYİM SAN VE TİC A.Ş.
1895,ECILC,2003,EİS ECZACIBAŞI İLAÇ SANAYİ VE TİCARET A.Ş.
1896,VKFRS,2003,VAKIF RİSK SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.
1897,ENKAI,2003,ENKA İNŞAAT VE SANAYİ A.Ş.
1898,MEGES,2003,MEGES BOYA SANAYİ VE TİCARET A.Ş.
1899,KLMSN,2003,KLİMASAN KLİMA SANAYİ VE TİCARET A.Ş.
1900,TUMTK,2003,TÜMTEKS TEKSTİL SANAYİ VE TİCARET A.Ş.
1901,DENCM,2003,DENİZLİ CAM SANAYİİ VE TİCARET A.Ş.
1902,PIMAS,2003,PİMAŞ PLASTİK İNŞAAT MALZEMELERİ A.Ş.
1903,TIRE,2003,TİRE KUTSAN OLUKLU MUKAVVA KUTU VE KAĞIT SANAYİİ A.Ş.
1904,TEBNK,2003,TÜRK EKONOMİ BANKASI A.Ş.
1905,HZNDR,2003,HAZNEDAR REFRAKTER SANAYİİ A.Ş.
1906,HEKTS,2003,HEKTAŞ TİCARET T.A.Ş.
1907,INDES,2003,İNDEKS BİLGİSAYAR SİSTEMLERİ MÜHENDİSLİK SANAYİ VE TİCARET A.Ş.
1908,BURVA,2003,BURÇELİK VANA SANAYİ VE TİCARET A.Ş.
1909,GIMA,2003,GİMA GIDA VE İHTİYAÇ MADDELERİ TÜRK A.Ş.
1910,BEKO,2003,BEKO ELEKTRONİK A.Ş.
1911,ALCAR,2003,ALARKO CARRİER SANAYİ VE TİCARET A.Ş.
1912,AYCES,2003,ALTIN YUNUS ÇEŞME TURİSTİK TESİSLER A.Ş.
1913,KUTPO,2003,KÜTAHYA PORSELEN SANAYİ A. Ş.
1914,ANACM,2003,ANADOLU CAM SANAYİ A.Ş.
1915,KOTKS,2003,KONİTEKS KONFEKSİYON ENDÜSTRİ VE TİCARET A.Ş.
1916,TEKFK,2003,TEKSTİL FİNANSAL KİRALAMA A.Ş.
1917,MAKTK,2003,MAKİNA TAKIM ENDÜSTRİSİ A.Ş.
1918,CMENT,2003,ÇİMENTAŞ İZMİR ÇİMENTO FABRİKASI TÜRK A.Ş.
1919,MILYT,2003,DOĞAN GAZETECİLİK A.Ş.
1920,ECBYO,2003,ECZACIBAŞI YATIRIM ORTAKLIĞI AŞ.
1921,EGYO,2003,EGS GAYRIMENKUL YATIRIM ORTAKLIĞI A.Ş.
1922,DESA,2003,DESA DERİ SANAYİ ve TİCARET A.Ş.
1923,ESCOM,2003,ESCORT COMPUTER ELEKTRONİK SANAYİ VE TİCARET A.Ş.
1924,IZMDC,2003,İZMİR DEMİR ÇELİK SANAYİ A.Ş.
1925,TACYO,2003,TAÇ YATIRIM ORTAKLIĞI A.Ş.
1926,POLYL,2003,POLYLEN SENTETİK İPLİK SANAYİ A.Ş.
1927,NERGS,2003,NERGİS HOLDİNG A.Ş.
1928,OYSAC,2003,OYSA ÇİMENTO SANAYİİ VE TİCARET A.Ş.
1929,SASA,2003,SASA DUPONT SABANCI POLYESTER SANAYİ A.Ş.
1930,RAYSG,2003,RAY SİGORTA  A.Ş.
1931,GENTS,2003,GENTAŞ GENEL METAL SANAYİ VE TİCARET A.Ş.
1932,ALYAG,2003,ALTINYAĞ KOMBİNALARI A.Ş
1933,DOKTS,2003,DÖKTAŞ DÖKÜMCÜLÜK TİCARET VE SANAYİ A.Ş.
1934,GLBYO,2003,GLOBAL MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
1935,MYZYO,2003,MUSTAFA YILMAZ YATIRIM ORTAKLIĞI A.Ş.
1936,CYTAS,2003,CEYTAŞ MADENCİLİK TEKSTİL SANAYİ VE TİCARET A.Ş.
1937,EGFIN,2003,EGS FİNANSAL KİRALAMA A.Ş.
1938,EGPRO,2003,EGE  PROFİL  TİCARET VE SANAYİ A.Ş.
1939,LOGO,2003,LOGO YAZILIM SANAYİ VE TİCARET A.Ş.
1940,SELGD,2003,SELÇUK GIDA ENDÜSTRİ İHRACAT İTHALAT A.Ş.
1941,KOZAD,2003,KOZA DAVETİYE MAĞAZA İŞLETMELERİ VE İHRACAT A.Ş.
1942,MNDRS,2003,MENDERES TEKSTİL SANAYİ VE TİCARET A.Ş.
1943,AFYON,2003,AFYON ÇİMENTO SAN. T.A.Ş.
1944,ANSGR,2003,ANADOLU ANONİM TÜRK SİGORTA ŞİRKETİ
1945,ATAYO,2003,ATA YATIRIM ORTAKLIĞI A.Ş.
1946,GOODY,2003,GOODYEAR LASTİKLERİ T.A.Ş.
1947,SKPLC,2003,ŞEKER PİLİÇ VE YEM SANAYİ TİCARET A.Ş.
1948,ALTIN,2004,ALTINYILDIZ MENSUCAT VE KONFEKSİYON FABRİKALARI A.Ş.
1949,TEKTU,2004,TEK-ART TURİZM A.Ş.
1950,PKENT,2004,PETROKENT TURİZM A.Ş.
1951,ADEL,2004,ADEL KALEMCİLİK TİCARET VE SANAYİ A.Ş.
1952,KAVPA,2004,KAV DANIŞMANLIK PAZARLAMA VE TİCARET A.Ş.
1953,PERYO,2004,PERA MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
1954,PETKM,2004,PETKİM PETROKİMYA HOLDİNG A.Ş.
1955,UNYEC,2004,ÜNYE  ÇİMENTO  SANAYİİ VE  TİCARET  A.Ş.
1956,SAPAZ,2004,SABAH PAZARLAMA A.Ş
1957,EGGUB,2004,EGE GÜBRE SANAYİ A.Ş.
1958,IPMAT,2004,İPEK MATBAACILIK SANAYİ VE TİCARET A.Ş.
1959,FENER,2004,FENERBAHÇE SPORTİF HİZMETLER SANAYİ VE TİCARET A.Ş.
1960,DOHOL,2004,DOĞAN ŞİRKETLER GRUBU HOLDİNG A.Ş.
1961,BUCIM,2004,BURSA ÇİMENTO FABRİKASI A.Ş.
1962,GOLDS,2004,GOLDAŞ KUYUMCULUK SANAYİ İTHALAT İHRACAT A.Ş.
1963,FVORI,2004,FAVORİ DİNLENME YERLERİ A.Ş. 
1964,KIPA,2004,TESCO KİPA KİTLE PAZARLAMA TİC. VE GIDA SAN. A.Ş.
1965,MIPAZ,2004,"MİLPA TİCARİ VE SINAİ ÜRÜNLER PAZARLAMA 
SANAYİ VE TİCARET A.Ş"
1966,TSKYO,2004,TSKB YATIRIM ORTAKLIĞI A.Ş.
1967,KONYA,2004,KONYA ÇİMENTO SANAYİİ A.Ş.
1968,GUSGR,2004,GÜNEŞ SİGORTA A.Ş.
1969,IHGYO,2004,İHLAS GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
1970,SARKY,2004,SARKUYSAN ELEKTROLİTİK BAKIR SANAYİİ VE TİCARET A.Ş.
1971,ARENA,2004,ARENA BİLGİSAYAR SANAYİ VE TİCARET A.Ş.
1972,MERKO,2004,MERKO GIDA SANAYİ VE TİCARET A.Ş.
1973,SAHOL,2004,HACI ÖMER SABANCI HOLDİNG A.Ş.
1974,ZOREN,2004,ZORLU ENERJİ ELEKTRİK ÜRETİM A.Ş.
1975,SISE,2004,TÜRKİYE ŞİŞE VE CAM FABRİKALARI A.Ş.  
1976,FMIZP,2004,FEDERAL MOGUL İZMİT PİSTON VE PİM ÜRETİM TESİSLERİ A. Ş.
1977,GEREL,2004,GERSAN ELEKTRİK TİCARET VE SANAYİ A.Ş.
1978,ARCLK,2004,ARÇELİK A.Ş.
1979,PRKTE,2004,PARK ELEKTRİK MADENCİLİK SANAYİ VE TİCARET A.Ş.
1980,PKART,2004,PLASTİKKART AKILLI KART İLETİŞİM SİSTEMLERİ SANAYİ  VE TİCARET A.Ş.
1981,CELHA,2004,ÇELİK HALAT VE TEL SANAYİİ A.Ş.
1982,EMKEL,2004,EMEK ELEKTRİK ENDÜSTRİSİ A.Ş.
1983,FFKRL,2004,FİNANS FİNANSAL KİRALAMA A.Ş.
1984,LIOYS,2004,LİO YAĞ SANAYİ VE TİCARET A.Ş.
1985,GARAN,2004,T.GARANTİ BANKASI A.Ş
1986,MUTLU,2004,MUTLU AKÜ VE MALZEMELERİ SANAYİ A.Ş.
1987,GEDIZ,2004,GİMSAN GEDİZ İPLİK VE MENSUCAT SANAYİİ A.Ş.
1988,INFYO,2004,İNFO YATIRIM ORTAKLIĞI A.Ş.
1989,EGSER,2004,EGE SERAMİK SANAYİ VE TİCARET A.Ş.
1990,KCHOL,2004,KOÇ HOLDİNG A.Ş.
1991,ARAT,2004,ARAT TEKSTİL SANAYİ VE TİCARET A.Ş.
1992,IHLAS,2004,İHLAS HOLDİNG A.Ş.
1993,SODA,2004,SODA SANAYİİ A.Ş.
1994,ADANA,2004,ADANA ÇİMENTO SANAYİİ T.A.Ş.
1995,AKMGY,2004,AKMERKEZ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
1996,AKYO,2004,AK YATIRIM ORTAKLIĞI A.Ş.
1997,YKBNK,2004,YAPI VE KREDİ BANKASI A.Ş.
1998,TUPRS,2004,TÜPRAŞ-TÜRKİYE PETROL RAFİNERİLERİ A.Ş.
1999,GSDHO,2004,GSD HOLDİNG A.Ş.
2000,FINBN,2004,FİNANSBANK A.Ş.
2001,PARSN,2004,PARSAN MAKİNA PARÇALARI SANAYİİ A.Ş.
2002,YKRYO,2004,YAPI KREDİ YATIRIM ORTAKLIĞI A.Ş.
2003,DOGUB,2004,DOĞUSAN BORU SANAYİİ VE TİCARET A.Ş.
2004,AKSA,2004,AKSA AKRİLİK KİMYA SANAYİİ A.Ş.
2005,KLBMO,2004,KELEBEK MOBİLYA SANAYİ VE TİCARET A.Ş.
2006,AGYO,2004,ATAKULE GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
2007,UNTAR,2004,ÜNAL TARIM ÜRÜNLERİ İHRACAT VE SANAYİ A.Ş.
2008,VKFYT,2004,VAKIF MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
2009,DARDL,2004,DARDANEL ÖNENTAŞ GIDA SANAYİ A.Ş.
2010,ALARK,2004,ALARKO HOLDİNG A.Ş.
2011,KORDS,2004,"KORDSA SABANCI DUPONT ENDÜSTRİYEL İPLİK VE KORD BEZİ 
SANAYİ VE TİCARET A.Ş."
2012,FRIGO,2004,FRİGO-PAK GIDA MADDELERİ SANAYİ VE TİCARET A.Ş.
2013,BSOKE,2004,BATISÖKE SÖKE ÇİMENTO SANAYİİ T.A.Ş
2014,AYEN,2004,AYEN ENERJİ A.Ş.
2015,DNZYO,2004,DENİZ  YATIRIM  ORTAKLIĞI  A.Ş.
2016,CMLOJ,2004,CAMİŞ LOJİSTİK HİZ.VE TİC.A.S.
2017,KAPLM,2004,KAPLAMİN AMBALAJ SANAYİ VE TİCARET A.Ş.
2018,AKIPD,2004,AKSU İPLİK DOKUMA VE BOYA APRE FABRİKALARI T.A.Ş.
2019,DENTA,2004,DENTAŞ AMBALAJ VE KAĞIT SAN.A.Ş.
2020,MMART,2004,MARMARİS MARTI OTEL İŞLETMELERİ A.Ş.
2021,GDKYO,2004,GEDİK YATIRIM ORTAKLIĞI A.Ş
2022,VKING,2004,VİKİNG KAĞIT VE SELÜLOZ A.Ş.
2023,DYOBY,2004,DYO BOYA FABRİKALARI SANAYİ VE TİCARET A.Ş.
2024,SABAH,2004,SABAH YAYINCILIK A.Ş.
2025,GUBRF,2004,GÜBRE FABRİKALARI T.A.Ş.
2026,AYGAZ,2004,AYGAZ A.Ş.
2027,AEFES,2004,ANADOLU EFES BİRACILIK VE MALT SANAYİİ A.Ş.
2028,VAKFN,2004,VAKIF FİNANSAL KİRALAMA A.Ş.
2029,ECZYT,2004,ECZACIBAŞI YATIRIM HOLDİNG ORTAKLIĞI A.Ş.
2030,YUNSA,2004,YÜNSA YÜNLÜ SANAYİ VE TİCARET A.Ş.
2031,BTCIM,2004,BATIÇİM BATI ANADOLU ÇİMENTO SANAYİİ A.Ş.
2032,SKBNK,2004,ŞEKERBANK T.A.Ş.
2033,ALKIM,2004,ALKİM ALKALİ KİMYA A.Ş.
2034,ERBOS,2004,ERBOSAN ERCİYAS BORU SANAYİİ VE TİCARET A.Ş.
2035,DJIST,2004,DOW JONES İSTANBUL 20 A TİPİ BORSA YATIRIM FONU
2036,KRTEK,2004,KARSU TEKSTİL SANAYİİ VE TİCARET A.Ş.
2037,ECYAP,2004,ECZACIBAŞI YAPI GEREÇLERİ SANAYİ VE TİCARET A.Ş.
2038,ERSU,2004,ERSU MEYVE VE GIDA SANAYİ A.Ş.
2039,MEMSA,2004,MENSA MENSUCAT SAN. TİC.A.Ş
2040,SERVE,2004,SERVE KIRTASİYE SANAYİ VE TİCARET A.Ş.
2041,ISBTR,2004,T. İŞ BANKASI A.Ş.
2042,DOAS,2004,DOĞUŞ OTOMOTİV SERVİS VE TİCARET A.Ş.
2043,KRSTL,2004,KRİSTAL KOLA VE MEŞRUBAT SAN.TİC.AŞ.
2044,IHEVA,2004,İHLAS EV ALEYTLERİ İMALAT SANAYİ VE TİCARET A.Ş.
2045,CBSBO,2004,ÇBS BOYA KİMYA SANAYİİ VE TİCARETİ A.Ş.
2046,ALCTL,2004,ALCATEL TELETAŞ TELEKOMÜNİKASYON END.TİC.A.Ş.
2047,FACFA,2004,FACTOTURK FAKTORİNG HİZMETLERİ A.Ş.
2048,TUKAS,2004,TUKAŞ GIDA SANAYİ VE TİCARET A.Ş.
2049,TEKST,2004,TEKSTİL BANKASI A.Ş.
2050,AKSUE,2004,AKSU ENERJİ VE TİCARET ANONİM ŞİRKETİ
2051,IDAS,2004,İDAŞ İSTANBUL DÖŞEME SANAYİİ A.Ş.
2052,BERDN,2004,BERDAN TEKSTİL SANAYİ VE TİCARET A.Ş.
2053,ASELS,2004,ASELSAN ELEKTRONİK SANAYİ VE TİCARET A.Ş.  
2054,BFREN,2004,BOSCH FREN SİSTEMLERİ SANAYİ VE TİCARET A.Ş.
2055,OKANT,2004,OKAN TEKSTİL SANAYİ VE TİCARET A.Ş.
2056,CEYLN,2004,CEYLAN GİYİM SANAYİ VE TİCARET A.Ş.
2057,NUGYO,2004,NUROL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
2058,ISYAT,2004,İŞ YATIRIM ORTAKLIĞI A.Ş.
2059,MRSHL,2004,MARSHALL BOYA VE VERNİK SANAYİ AŞ
2060,EMNIS,2004,EMİNİŞ AMBALAJ SANAYİ VE TİCARET A.Ş.
2061,ISAMB,2004,IŞIKLAR AMBALAJ SANAYİ VE TİCARET A.Ş.
2062,YKSGR,2004,YAPI KREDİ SİGORTA A.Ş.
2063,UKIM,2004,UKİ ULUSLARARASI KONFEKSİYON İMALAT VE TİCARET A.Ş.
2064,DYHOL,2004,DOĞAN YAYIN HOLDİNG A.Ş.
2065,TKBNK,2004,TÜRKİYE KALKINMA BANKASI A.Ş.
2066,UZEL,2004,UZEL MAKİNA SANAYİ A.Ş.
2067,YTFYO,2004,YATIRIM FİNANSMAN YATIRIM ORTAKLIĞI A.Ş.
2068,DMSAS,2004,DEMİSAŞ DÖKÜM EMAYE MAMULLERİ SANAYİ A.Ş.
2069,SONME,2004,SÖNMEZ FİLAMENT A.Ş.
2070,NUHCM,2004,NUH ÇİMENTO SANAYİ A.Ş
2071,MRDIN,2004,MARDİN ÇİMENTO SANAYİİ VE TİCARET A.Ş.
2072,ANHYT,2004,ANADOLU HAYAT EMEKLİLİK A.Ş.
2073,MEDYA,2004,MEDYA HOLDİNG A.Ş.
2074,VANET,2004,VAN-ET ENTEGRE ET SANAYİ VE TİCARET A.Ş.
2075,CIMSA,2004,ÇİMSA ÇİMENTO SANAYİ VE TİCARET A.Ş.
2076,MZHLD,2004,MAZHAR ZORLU HOLDİNG A.Ş.
2077,DERIM,2004,DERİMOD KONFEKSİYON AYAKKABI DERİ SANAYİ VE TİCARET A.Ş
2078,GRGYO,2004,GARANTİ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
2079,TATKS,2004,TAT KONSERVE SANAYİİ A.Ş.
2080,DITAS,2004,DİTAŞ DOĞAN YEDEK PARÇA İMALAT VE TEKNİK A.Ş.
2081,AKBNK,2004,AKBANK T.A.Ş.
2082,BRYAT,2004,BORUSAN YATIRIM VE PAZARLAMA A.Ş.
2083,AVRSY,2004,AVRASYA MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
2084,ARSAN,2004,ARSAN TEKSTİL TİCARET VE SANAYİ A.Ş.
2085,SNPAM,2004,SÖNMEZ PAMUKLU SANAYİİ A.Ş.
2086,EREGL,2004,EREĞLİ DEMİR VE ÇELİK FABRİKALARI T.A.Ş.
2087,RAKSE,2004,RAKS ELEKTRONİK SANAYİ VE TİCARET A.Ş.
2088,BAKAB,2004,BAK AMBALAJ SANAYİ VE TİCARET A.Ş.
2089,KENT,2004,KENT GIDA MADDELERİ SANAYİİ VE TİCARET A.Ş.
2090,DOBUR,2004,DOĞAN BURDA RİZZOLİ DERGİ YAYINCILIK VE PAZARLAMA A.Ş.
2091,FNSYO,2004,FİNANS YATIRIM ORTAKLIĞI A.Ş.
2092,VKGYO,2004,VAKIF GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
2093,ALGYO,2004,ALARKO GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
2094,GSRAY,2004,GALATASARAY SPORTİF VE SINAİ VE TİCARİ YATIRIMLAR A.Ş.
2095,IZOCM,2004,İZOCAM TİCARET VE SANAYİ A.Ş.
2096,KRDMD,2004,KARDEMİR KARABÜK DEMİR ÇELİK SANAYİ VE TİCARET A.Ş
2097,BUMYO,2004,BUMERANG YATIRIM ORTAKLIĞI A.Ş.
2098,BANVT,2004,BANVİT BANDIRMA VİTAMİNLİ YEM SANAYİİ A.Ş.
2099,THYAO,2004,TÜRK HAVA YOLLARI A.O.
2100,SEKFK,2004,ŞEKER FİNANSAL KİRALAMA A.Ş.
2101,TOASO,2004,TOFAŞ TÜRK OTOMOBİL FABRİKASI A.Ş.
2102,TUDDF,2004,TÜRK DEMİRDÖKÜM FABRİKALARI  A.Ş. 
2103,DISBA,2004,TÜRK DIŞ TİCARET BANKASI A.Ş.
2104,ABANA,2004,ABANA ELEKTROMEKANİK SANAYİ VE TİCARET A.Ş.
2105,DEVA,2004,DEVA HOLDİNG A.Ş.
2106,SANKO,2004,SANKO PAZARLAMA İTHALAT İHRACAT A.Ş.
2107,BRISA,2004,BRİSA BRIDGESTONE SABANCI LASTİK SANAYİ VE TİCARET A.Ş.
2108,EPLAS,2004,EGEPLAST EGE PLASTİK TİCARET VE SANAYİ A.Ş.
2109,EDIP,2004,EDİP İPLİK SANAYİ ve TİCARET A.Ş.
2110,ASLAN,2004,LAFARGE ASLAN ÇİMENTO A.Ş
2111,AKALT,2004,AK-AL TEKSTİL SANAYİİ A.Ş.
2112,ACIBD,2004,ACIBADEM SAĞLIK HİZMETLERİ VE TİCARET A.Ş.
2113,KERVT,2004,KEREVİTAŞ GIDA SANAYİ VE TİCARET A.Ş.
2114,BAGFS,2004,BAGFAŞ BANDIRMA GÜBRE FABRİKALARI A.Ş.
2115,AFMAS,2004,AFM ULUSLARARASI FİLM PRODÜKSİYON TİCARET VE SANAYİ A.Ş. 
2116,ALNTF,2004,ALTERNATİFBANK A.Ş.
2117,ATLAS,2004,ATLAS MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
2118,PRKAB,2004,TÜRK PIRELLI KABLO VE SİSTEMLERİ A.Ş.
2119,BOSSA,2004,BOSSA TİCARET VE SANAYİ İŞLETMELERİ T.A.Ş.
2120,TRNSK,2004,TRANSTÜRK HOLDİNG A.Ş.
2121,ARFYO,2004,ALTERNATİF YATIRIM ORTAKLIĞI A.Ş.
2122,CEMTS,2004,ÇEMTAŞ ÇELİK MAKİNA SANAYİ VE TİCARET A.Ş.
2123,SKTAS,2004,SÖKTAŞ TEKSTİL SANAYİ VE TİCARET A.Ş.
2124,NETAS,2004,NORTEL NETWORKS NETAŞ TELEKOMÜNİKASYON A.Ş (NETAS)
2125,YKFIN,2004,YAPI KREDİ FİNANSAL KİRALAMA A.O.
2126,NTHOL,2004,NET HOLDİNG A.Ş.
2127,BJKAS,2004,BEŞİKTAŞ FUTBOL YATIRIMLARI SANAYİ VE TİCARET A.Ş.
2128,PETUN,2004,PINAR ENTEGRE ET VE UN SANAYİİ A.Ş.
2129,YAZIC,2004,YAZICILAR HOLDİNG A.Ş. 
