Firm;Year;EstInvAmount;unitEA;RealizedInvAmount;unitRA;Inv_Name;beg_date;end_date
BURCE;1999;450.000;(Milyon-Million TL);69.867;(Milyon-Million TL);"KALİTE DÜZELTME MODERNİZASYONU
(QUALITY IMPROVEMENT MODERNIZATION)";1997-12-30;2000-12-31
BURCE;1999;279.402;(Milyon-Million TL);131.538;(Milyon-Million TL);"KALİTE DÜZ.DARBOĞAZ GİDERME
(QUALITY IMPROVEMENT BOTTLENECK 
ELEMINATION )";1999-03-16;2000-06-30
CELHA;1999;490.000.-TL;(Milyon-Million TL);200.509.-TL;(Milyon-Million TL);"MODERNİZASYON, DARBOĞAZ GİDERME, VE KALİTE DÜZELTME 
 INVESTMENT FOR MODERNİZATİON, EXPENTİON AND İMPROVMENT OF THE QUALITY";1999-02-15;2000-12-31
CELHA;1999;1.109.308.-TL;(Milyon-Million TL);---;(Milyon-Million TL);"MODERNİZASYON, DARBOĞAZ GİDERME, VE KALİTE DÜZELTME - PROJE
 INVESTMENT FOR MODERNİZATİON, EXPENTİON AND İMPROVMENT OF THE QUALITY - PROJECT";2000-01-01;2000-12-31
CIMSA;1999;339.123 ;(Milyon-Million TL);"-
";(Milyon-Million TL);"III. Tesis (Beyaz Çimento Üretim Tesisi- Tamamlama)
III. Plant (White Cement Production Line)
";1997-12-23;2000-12-31
CIMSA;1999;630.658;(Milyon-Million TL);-;(Milyon-Million TL);"SAP/R-3 Modernizasyon Yatırımı-Tamamlama)
SAP/R-3 Modernization Investment";1998-11-20;2000-12-31
CIMSA;1999;369.676;(Milyon-Million TL);"-
";(Milyon-Million TL);"Hazır Beton Tesisi-Mersin (Proje)
Ready- Mix Concrete Plant-Mersin(Proje)";1999-09-30;2000-09-30
CLEBI;1999;3.083.373.-;(USD);---;(USD);"TÜM İSTASYONLARDAKİ İNŞAAT VE REVİZYONLAR
(Construction, Reconsideration In All Branch)";2000-02-01;2000-12-31
CLEBI;1999;781.500.-;(USD);---;(USD);"APRON EKİPMAN VE ARAÇLARI
(Apron Equipment And Vehicles)";2000-03-01;2000-09-30
CLEBI;1999;34.860.-;(USD);---;(USD);"DÖŞEME DEMİRBAŞ
(Office Stock And Furniture";2000-01-01;2000-06-30
CLEBI;1999;82.800.-;(USD);---;(USD);"SAP YATIRIMI
(Sap Investment)";2000-01-01;2000-09-30
CLEBI;1999;871.000.-;(USD);---;(USD);"YAZILIM YATIRIMI
(Software Investment)";2000-01-01;2000-12-31
CLEBI;1999;127.905.-;(USD);---;(USD);"DONANIM YATIRIMI
(Rigging Investment)";2000-01-01;2000-11-30
CMBTN;1999;408.290;(Milyon-Million TL);130.653;(Milyon-Million TL);"Çeşme Alaçatı Komple Yeni Tesis  Yatırımı 
New Faundation  Invesment in Çeşme Alaçatı";1997-11-01;1999-10-01
CMBTN;1999;152.760;(Milyon-Million TL);91.656;(Milyon-Million TL);"Manisa Tesisi Komple Revizyon Yatırımı               
Revision Investment in Manisa Faundation";1997-11-01;2000-09-01
CMENT;1999;234.050;(Milyon-Million TL);35.474;(Milyon-Million TL);"ARAZİ ALIMI
LAND ACQUISITION";1997-01-01;2000-01-01
CMENT;1999;38.380;(Milyon-Million TL);2.546;(Milyon-Million TL);"MUHTELİF YATIRIMLAR
OTHER INVESTMENTS";1999-01-01;1999-01-01
CMENT;1999;83.242;(Milyon-Million TL);27.879;(Milyon-Million TL);"İZMİR GAZBETON İŞLETMESİ YATIRIMLARI
İZMİR GAZBETON PLANT İNVESTMENT";1999-01-01;2000-01-01
CMENT;1999;35.935;(Milyon-Million TL);34.707;(Milyon-Million TL);"KIRIKKALE GAZBETON İŞLETMESİ YATIRIMLARI
KIRIKKALE GAZBETON PLANT İNVESTMENT";1999-01-01;2000-01-01
DARDL;1999;---;(Milyon-Million TL);---;(Milyon-Million TL);---;1999-01-01;1999-01-01
DENCM;1999;634.000;(Milyon-Million TL);569.300;(Milyon-Million TL);"MODERNİZASYON
 (Modernization)";1993-07-01;1999-06-30
DENCM;1999;468.333;(Milyon-Million TL);319.485;(Milyon-Million TL);"MODERNİZASYON
 (Modernization)";1996-03-22;1999-09-30
DENCM;1999;2.099.932;(Milyon-Million TL);141.694;(Milyon-Million TL);"MODERNİZASYON
 (Modernization)";1999-03-01;2001-12-31
DEVA;1999;1.272.300;(Milyon-Million TL);636.150;(Milyon-Million TL);"MODERNİZASYON YENİLEME
(Modernization Renewal)";1996-06-12;2000-06-30
DEVA;1999;196.277;(Milyon-Million TL);174.687;(Milyon-Million TL);"MODERNİZASYON TEVSİ-TAMAMLAMA
Modernization Completion";1997-09-01;1999-12-31
DISBA;1999;9.200.000 USD;(Milyon-Million TL);9.200.000 USD;(Milyon-Million TL);KOÇ SİSTEM BİLGİ VE İLETİŞİM HİZMETLERİ A.Ş.;1999-01-01;1999-12-31
DISBA;1999;2.350.000 USD;(Milyon-Million TL);1.910.793 USD;(Milyon-Million TL);KOÇ SİSTEM BİLGİ VE İLETİŞİM HİZMETLERİ A.Ş.;1999-01-01;1999-12-31
DISBA;1999;5.627.593.-TL;(Milyon-Million TL);;(Milyon-Million TL);KOÇ SİSTEM BİLGİ VE İLETİŞİM HİZMETLERİ A.Ş.;1999-01-01;1999-01-01
DMSAS;1999;2.589.772;(Milyon-Million TL);"1.288.000
";(Milyon-Million TL);"YENİ YATIRIM-PİK VE SFERO DÖKÜM PARÇALARI İMALİ
NEW INVESTMENT-PIG AND NODULAR IRON CASTINGS PRODUCTION";1995-11-10;1999-12-31
DMSAS;1999;7.767.388;(Milyon-Million TL);"6.020.3000
";(Milyon-Million TL);"TEVSİ-KALİTE DÜZELTME
EXPANSION-QUALITY IMPROVEMENT";1997-12-25;2000-12-25
DOGUB;1999;71.282;(Milyon-Million TL);71.282;(Milyon-Million TL);BETON KİREMİT EK BİNA İNŞAATI;1996-01-01;1999-01-01
DOKTS;1999;897.621;(Milyon-Million TL);245.309;(Milyon-Million TL);"KALİTE DÜZELTME , YENİLEME VE MODERNİZASYON
Quality, Renewation and Modernization Investment";1996-07-01;2000-06-30
DOKTS;1999;3.200.000;(Milyon-Million TL);336.613;(Milyon-Million TL);"TEVSİİ YATIRIM
Modernization and Capacity Increasing Investment";2000-01-18;2000-12-31
ECILC;1999;-;(Milyon-Million TL);341.087;(Milyon-Million TL);"Atrium Projesi
 ";1992-10-01;NA
ECYAP;1999;"
132,000


194,000


445,000";(Milyon-Million TL);"
7,000


89,393


372,490";(Milyon-Million TL);"EYAP (VİTRA)
İKLİMLENDİRME OTOMASYONU 
Clımatization, Otomation

BEAM SİSTEMİ8DÖKÜM
Beam System
 
SAP R/3 SİSTEMİ
SAP R/3 Hardware / Software
";1999-01-01;1999-01-01
ECYAP;1999;"
2,946,665





104,242";(Milyon-Million TL);"
94,259





7,613";(Milyon-Million TL);"EYAP (ARTEMA)
KAPASİTE ARTTIRMAYA VE TEKNOLOJİK GELİŞMEYE YÖNELİK MAKİNA VE TESİSAT YATIRIMLARI
Equipment and Machinary Inv. for Moder-nization, Capacity Increase Purposes

MRP II BİLGİSAYAR SİSTEMİ
MRPII Hardware / Software";1999-01-01;1999-01-01
EGBRA;1999;25.000;(Milyon-Million TL);19.347;(Milyon-Million TL);"ANTALYA FABRİKA ETÜDÜ PROJESİ
 (ANTALYA BREWERY PROJECT)";1995-01-20;NA
EGDIS;1999;488.839;(Milyon-Million TL);---;(Milyon-Million TL);"İSTANBUL DÜNYA TİCARET MERKEZİ NDE
3 ADET BAĞIMSIZ BÖLÜM İNŞAATI";1997-01-01;2000-01-01
EGGUB;1999;653.000;(Milyon-Million TL);160;(Milyon-Million TL);"TANK ÇİFTLİĞİ
 TANK FARM";1999-12-01;2000-09-30
EGGUB;1999;;(Milyon-Million TL);39.838;(Milyon-Million TL);"BİLGİ SİST.YEND.YAPILANMA PROJESİ
DATA SYSTEMS REORGANİZATİON PROJECT";1997-01-01;2000-12-31
EGIYM;1999;--;(Milyon-Million TL);--;(Milyon-Million TL);--;1999-01-01;1999-01-01
EGPRO;1999;800.424;(Milyon-Million TL);753.496;(Milyon-Million TL);"Tevsi-Tamamlama-Dar Boğaz Giderme 
(Enlorgement, Completion and Bottenecek Removal Investments)";1996-11-05;2000-12-31
EGSER;1999;2.622.833;(Milyon-Million TL);822.456;(Milyon-Million TL);"MODERNİZASYON
MODERNIZATION";1997-09-10;2000-09-30
EGSER;1999;2.000.000;(Milyon-Million TL);530.964;(Milyon-Million TL);"MODERNİZASYON
MODERNIZATION";1998-05-27;2000-06-30
EGSER;1999;7.123.000;(Milyon-Million TL);3.831.656;(Milyon-Million TL);"MUHTELİF TADİLATLAR
REVISIONS";1998-02-09;NA
EMNIS;1999;1.245.000;(Milyon-Million TL);315.134;(Milyon-Million TL);"İDARİ BİNA İNŞAATI
HEAD OFFICE BUILT";1997-12-19;2000-12-31
EPLAS;1999;2,826,784;(Milyon-Million TL);263,096;(Milyon-Million TL);54341 NOLU TEŞVİK BELGELİ YATIRIM;1997-12-24;2000-12-31
ERBOS;1999;1.370.344;(Milyon-Million TL);14.000;(Milyon-Million TL);TEVSİ ;1999-11-24;2001-12-31
EREGL;1999;9.700                         ;(Bin –000 $);9.443;(Bin – 000 $);"  TMS PROJESİ
 (COMPUTERISED COST CONTROL  SYSTEM)                ";1993-01-01;2000-01-01
EREGL;1999;3.200;(Bin –000 $);2.648;(Bin – 000 $);"  SİN. FAB. ELEKTRO-STATİK TOZ      
  TUTUCUSUNUN YENİLENMESİ
  (NO.1 SINTER PLANT ELEKTROSTATIC 
  PRECIPITATOR RENEWAL)";1998-01-01;2000-01-01
EREGL;1999;          1.021;(Bin –000 $);407;(Bin – 000 $);"  II. YÜK. FIRIN DÖKÜMHANE TOZ  
  TOPLAMA SİSTEMİ
  (NO.2 BLAST FURNACE CAST HOUSE 
  DEDUSTING SYSTEM)";1998-01-01;2000-01-01
ESEMS;1999;"13.100.000 USD
";(USD);"8.210.214 USD
";(USD);"14.11.1995/39855 Teş.Belgeli Modernizasyon Yatırımı
 (INNOVATION INVESTMENT)                 ";1995-11-01;1999-12-31
FINBN;1999;1.597.141;(Milyon-Million TL);-;(Milyon-Million TL);"1) OPERASYON MERKEZİ PROJESİ
 (CENTRAL OPERATIONS PROJECT)";1999-12-01;2001-12-01
FINBN;1999;6.198.740;(Milyon-Million TL);-;(Milyon-Million TL);"2) BİLGİ TEKNOLOJİLERİ ALTYAPI YATIRIMI
 (INFORMATION TECHNOLOGY PROJECT)";2000-02-01;2002-02-01
FMIZP;1999;1.779;(Milyon-Million TL);1.779;(Milyon-Million TL);"MAKİNE YATIRIMI
Machine Investment";1999-01-01;NA
FRIGO;1999;374.532;(Milyon-Million TL);204.383;(Milyon-Million TL);"TEVSİİ-MODERNİZASYON
 (CAPACITY INCREASE MODERNISATION)";1999-02-09;2000-06-30
froto;1999;4.583.815;(Milyon-Million TL);2.621.844;(Milyon-Million TL);"İNÖNÜ FABRİKASI MODERNİZASYON
 The Modernization of Inonu Plant";1997-12-29;2000-12-29
froto;1999;19.162.839;(Milyon-Million TL);5.799.595;(Milyon-Million TL);"İSTANBUL FABRİKASI MODERNİZASYON
 The Modernization of Istanbul Plant";1997-12-29;2000-12-29
froto;1999;236.169.000;(Milyon-Million TL);56.548.932;(Milyon-Million TL);"YENİKÖY-İHSANİYE –İZMİT KOMPLE YENİ YATIRIM
Yenikoy-İhsaniye-Izmit  New Plant Investment
 ";1999-03-15;2002-12-31
GARAN;1999;1,139,089;(Milyon-Million TL);828,587;(Milyon-Million TL);BİREYSEL BANKACILIK YATIRIMLARI;1999-01-01;1999-01-01
GARAN;1999;15,292,794;(Milyon-Million TL);9,824,401;(Milyon-Million TL);İNŞAAT EMLAK YATIRIMLARI;1999-01-01;1999-01-01
GARAN;1999;9,519,904;(Milyon-Million TL);9,330,637;(Milyon-Million TL);OTOMASYON YATIRIMLARI;1999-01-01;1999-01-01
GARAN;1999;732,296;(Milyon-Million TL);1,147 860;(Milyon-Million TL);SOSYAL HİZMETLER YATIRIMLARI;1999-01-01;1999-01-01
GEDIZ;1999;444.870;(Milyon-Million TL);325.615;(Milyon-Million TL);"ÖRGÜ TESİSİ VE LABORATUAR CİHAZLARI
 (Knitting Plant and Laboratory testing apparatus)";1999-03-04;2001-03-04
GEDIZ;1999;2.658.445;(Milyon-Million TL);1.823.922;(Milyon-Million TL);"İPLİKHANE
 (Ring Spinning Mill)";1999-07-12;2001-07-12
GENTS;1999;"
753.446";(Milyon-Million TL);"
694.458";(Milyon-Million TL);"FENOL EMPRENYE MAK.YÜK.BASINÇ
LAMİNAT TESİSİ
PHENOL IMPREGNATING MACHINE AND 
HIGH PRESSURE LAMİNATE PLANT";1996-10-25;1999-06-30
GENTS;1999;1.390.602;(Milyon-Million TL);504.122;(Milyon-Million TL);"WERZALİT YATIRIMLARI
 INVESTMENT OF WERZALİT";1992-12-10;1999-06-30
GENTS;1999;778.744;(Milyon-Million TL);1.005.529;(Milyon-Million TL);"HYMMEN PRES TESİSİ PROJE
 HYMMEN PRESS PLANT";1997-12-16;1999-12-31
GIMA;1999;310.000;(Milyon-Million TL);0;(Milyon-Million TL);"KOMPLE YENİ YATIRIM ESKİŞEHİR
 (ALL NEW INVESTMENT ESKİŞEHİR)";1998-03-12;2000-03-12
GIMA;1999;210.000;(Milyon-Million TL);0;(Milyon-Million TL);"KOPLE YENİ YATIRIM ADANA
 (ALL NEW INVESTMENT ADANA)";1998-03-12;2000-03-12
GIMA;1999;210.000;(Milyon-Million TL);214.200;(Milyon-Million TL);"KOPLE YENİ YATIRIM RİZE
 (ALL NEW INVESTMENT RİZE)";1998-03-12;2000-03-12
GIMA;1999;210.000;(Milyon-Million TL);0;(Milyon-Million TL);"KOPLE YENİ YATIRIM BURSA
 (ALL NEW INVESTMENT BURSA)";1998-03-12;2000-03-12
GIMA;1999;220.000;(Milyon-Million TL);233.200;(Milyon-Million TL);"KOPLE YENİ YATIRIM GAZİANTEP
 (ALL NEW INVESTMENT GAZİANTEP)";1998-03-12;2000-03-12
GIMA;1999;260.000;(Milyon-Million TL);106.600;(Milyon-Million TL);"KOPLE YENİ YATIRIM ORDU
 (ALL NEW INVESTMENT ORDU)";1998-03-12;2000-03-12
GIMA;1999;210.000;(Milyon-Million TL);252.000;(Milyon-Million TL);"KOPLE YENİ YATIRIM HATAY
 (ALL NEW INVESTMENT HATAY)";1998-03-12;2000-03-12
GIMA;1999;210.000;(Milyon-Million TL);121.800;(Milyon-Million TL);"KOPLE YENİ YATIRIM BOLU
 (ALL NEW INVESTMENT BOLU)";1998-03-12;2000-03-12
GIMA;1999;210.000;(Milyon-Million TL);203.700;(Milyon-Million TL);"KOPLE YENİ YATIRIM SAKARYA
 (ALL NEW INVESTMENT SAKARYA)";1998-03-12;2000-03-12
GIMA;1999;210.000;(Milyon-Million TL);214.200;(Milyon-Million TL);"KOPLE YENİ YATIRIM MALATYA
 (ALL NEW INVESTMENT MALATYA)";1998-03-12;2000-03-12
GIMA;1999;210.000;(Milyon-Million TL);58.800;(Milyon-Million TL);"KOPLE YENİ YATIRIM SAMSUN
 (ALL NEW INVESTMENT SAMSUN)";1998-03-12;2000-03-12
GIMA;1999;210.000;(Milyon-Million TL);121.800;(Milyon-Million TL);"KOPLE YENİ YATIRIM MERSİN
 (ALL NEW INVESTMENT MERSİN)";1998-03-12;2000-03-12
GIMA;1999;425.000;(Milyon-Million TL);127.500;(Milyon-Million TL);"KOPLE YENİ YATIRIM AYDIN
 (ALL NEW INVESTMENT AYDIN)";1998-03-13;2000-03-13
GIMA;1999;210.000;(Milyon-Million TL);0;(Milyon-Million TL);"KOPLE YENİ YATIRIM  YALOVA
 (ALL NEW INVESTMENT YALOVA)";1998-03-12;2000-03-12
GIMA;1999;210.000;(Milyon-Million TL);151.200;(Milyon-Million TL);"KOPLE YENİ YATIRIM  EDİRNE
 (ALL NEW INVESTMENT EDİRNE)";1998-03-12;2000-03-12
GIMA;1999;1.350.000;(Milyon-Million TL);27.000;(Milyon-Million TL);"KOPLE YENİ YATIRIM  ANKARA
 (ALL NEW INVESTMENT ANKARA)";1998-03-13;2000-03-13
GIMA;1999;525.000;(Milyon-Million TL);267.750;(Milyon-Million TL);"KOPLE YENİ YATIRIM  BODRUM
 (ALL NEW INVESTMENT  BODRUM)";1998-03-13;2000-03-13
GIMA;1999;1.350.000;(Milyon-Million TL);81.000;(Milyon-Million TL);"KOPLE YENİ YATIRIM  İSTANBUL
 (ALL NEW INVESTMENT  İSTANBUL)";1998-02-13;2000-02-13
GIMA;1999;590.000;(Milyon-Million TL);0;(Milyon-Million TL);"KOPLE YENİ YATIRIM  İZMİR
 (ALL NEW INVESTMENT  İZMİR)";1998-03-13;2000-03-13
GIMA;1999;680.984;(Milyon-Million TL);0;(Milyon-Million TL);"KOPLE YENİ YATIRIM  AYVALIK
 (ALL NEW INVESTMENT  AYVALIK)";1999-05-18;2001-05-18
GIMA;1999;654.468;(Milyon-Million TL);0;(Milyon-Million TL);"KOPLE YENİ YATIRIM  AKÇAY
 (ALL NEW INVESTMENT  AKÇAY)";1999-05-12;2001-05-12
GIMA;1999;681.351;(Milyon-Million TL);0;(Milyon-Million TL);"KOPLE YENİ YATIRIM  TURGUT REİS
 (ALL NEW INVESTMENT  TURGUT REİS)";1999-05-12;2001-05-12
GIMA;1999;750.000;(Milyon-Million TL);0;(Milyon-Million TL);"KOPLE YENİ YATIRIM  GİRESUN
 (ALL NEW INVESTMENT  GİRESUN)";1999-05-10;2001-05-10
GIMA;1999;750.000;(Milyon-Million TL);0;(Milyon-Million TL);"KOPLE YENİ YATIRIM  KAYSERİ
 (ALL NEW INVESTMENT  KAYSERİ)";1999-05-10;2001-05-10
GIMA;1999;840.000;(Milyon-Million TL);0;(Milyon-Million TL);"KOPLE YENİ YATIRIM  ÇORLU
 (ALL NEW INVESTMENT  ÇORLU)";1999-05-10;2001-05-10
GIMA;1999;700.000;(Milyon-Million TL);392.00;(Milyon-Million TL);"KOPLE YENİ YATIRIM  DİDİM
 (ALL NEW INVESTMENT  DİDİM)";1999-05-12;2001-05-12
GIMA;1999;700.000;(Milyon-Million TL);0;(Milyon-Million TL);"KOPLE YENİ YATIRIM  TARSUS
 (ALL NEW INVESTMENT  TARSU)";1999-05-12;2001-05-12
GIMA;1999;455.891;(Milyon-Million TL);0;(Milyon-Million TL);"KOPLE YENİ YATIRIM  K.DENİZ EREĞLİ
 (ALL NEW INVESTMENT K.DENİZ EREĞLİ)";1999-05-18;2001-05-18
GIMA;1999;985.689;(Milyon-Million TL);0;(Milyon-Million TL);"KOPLE YENİ YATIRIM  İSTANBUL
 (ALL NEW INVESTMENT  İSTANBUL)";1999-08-05;2001-08-05
GIMA;1999;754.654;(Milyon-Million TL);0;(Milyon-Million TL);"KOPLE YENİ YATIRIM  MUĞLA
 (ALL NEW INVESTMENT  MUĞLA)";1999-08-05;2001-08-05
GIMA;1999;1.083.721;(Milyon-Million TL);0;(Milyon-Million TL);"KOPLE YENİ YATIRIM  İSTANBUL
 (ALL NEW INVESTMENT  İSTANBUL)";1999-08-05;2001-08-05
GIMA;1999;985.689;(Milyon-Million TL);0;(Milyon-Million TL);"KOPLE YENİ YATIRIM  İSTANBUL
 (ALL NEW INVESTMENT  İSTANBUL)";1999-08-05;2001-08-05
GIMA;1999;800.000;(Milyon-Million TL);0;(Milyon-Million TL);"KOPLE YENİ YATIRIM  UŞAK
 (ALL NEW INVESTMENT  UŞAK)";1999-08-05;2001-08-05
GIMA;1999;1.150.000;(Milyon-Million TL);0;(Milyon-Million TL);"KOPLE YENİ YATIRIM  ANTALYA
 (ALL NEW INVESTMENT ANTALYA)";1999-08-05;2001-08-05
GOLDS;1999;($)(Milyon-Million TL);NA;($)(Milyon-Million TL);NA;;1999-01-01;1999-01-01
GOLDS;1999;    894.936.-USD;NA;214.785.-USD;NA;"KUYUMCULUK SEKTÖRÜNDE KULLANILAN ÖN ALAŞIMLARIN ÜRETİMİ
The Production of alloys which are used in the jewellery sector ;";1999-07-01;2000-12-01
GOLDS;1999;1.354.700.-TL;NA;      -;NA;"MEVCUT TEKNOLOJİNİN MODERNİZASYONU(PROJE)
The Modernization of present technology (Project)";1998-06-01;2000-12-01
GOLTS;1999;3.173.008;(Milyon-Million TL);1.776.884;(Milyon-Million TL);"III.FARİN DEĞİRMENİ
 (III.RAWMILL)";1996-12-11;1999-12-31
GOLTS;1999;400.412;(Milyon-Million TL);304.313;(Milyon-Million TL);"III VE IV.ÇİMENTO DEĞİRMENİ NAKİL HATLARI OTOMASYONU
 (III.IV.CEMENTMILL DELIVERY LINE)";1996-12-23;1999-12-31
GOLTS;1999;1.076.180;(Milyon-Million TL);484281;(Milyon-Million TL);"I.II.HAT VE III.FARİN DEĞİRMENİ OTOMASYONU
 (I.II.LINE AND III.RAWMILL AUTOMATION)";1997-08-14;2000-02-28
GOLTS;1999;7.484.440;(Milyon-Million TL);4.490.664;(Milyon-Million TL);"II.HAT KAPASİTE ARTIRIMI
(II.LINE CAPACITY EXPANSION)";1997-09-01;2000-06-30
GOLTS;1999;2.900.000;(Milyon-Million TL);232.000;(Milyon-Million TL);YENİLEME MODERNİZASYON VE DARBOĞAZ GİDERME (RENOVATION, MODERNIZATION AND CESING BOTTLENECK);1998-05-29;2000-12-31
GOLTS;1999;5.000.000;(Milyon-Million TL);0;(Milyon-Million TL);DALAMAN ÇİMENTO ÖĞÜTME VE PAKETLEME TESİSİ (DALAMAN CEMENT GRINDINGAND PACKAGING PLANT);1998-11-23;2000-12-30
GORBN;1999;83.600;(Milyon-Million TL);26.486;(Milyon-Million TL);" TEVSİ VE MODERNİZASYON
 (Development and Modernization)";1999-01-01;1999-01-01
GUBRF;1999;84.000;(Milyon-Million TL);56.000;(Milyon-Million TL);"TSP TORBALAMA TESİSİ REHABİLİTASYONU
 TSP PACKING UNIT REHABILITATION";1999-09-01;2000-04-30
GUMUS;1999;8,858,946;(Milyon-Million TL);805,485;(Milyon-Million TL);"TEVSİ-ENTEGRASYON
Enlarging Investment ";1999-01-01;1999-01-01
GUNEY;1999;-;(Milyon-Million TL);;(Milyon-Million TL);;1999-01-01;1999-01-01
GUSGR;1999;7 – 7.5 TRİLYON TL;(Milyon-Million TL);2.875.270. MİLYON TL;(Milyon-Million TL);"GENEL MÜDÜRLÜK HİZMET BİNASI
 (GENERAL MANAGEMENT BUİLDİNG)";1998-12-01;2000-06-01
Hlksg;1999;---;(Milyon-Million TL);---;(Milyon-Million TL);---;1999-01-01;1999-01-01
Hlksg;1999;---;(Milyon-Million TL);---;(Milyon-Million TL);---;1999-01-01;1999-01-01
HURGZ;1999;275.000;(Milyon-Million TL);3.133.160;(Milyon-Million TL);"BİNA
(BUİLDİNG)";1999-02-11;2001-02-11
HURGZ;1999;12.543.642;(Milyon-Million TL);4.907.652;(Milyon-Million TL);"MAKİNA (İTHAL)
(MACHINE)";1999-02-11;2001-02-11
HURGZ;1999;118.028;(Milyon-Million TL);544.155;(Milyon-Million TL);"MAKİNA (YERLİ)
(MACHINE)";1999-02-11;2001-02-11
HURGZ;1999;633.085;(Milyon-Million TL);171.153;(Milyon-Million TL);"DİĞER
(OTHER)";1999-02-11;2001-02-11
HZNDR;1999;"1.436.810   

 ";(Milyon-Million TL);"840.865 

--------------";(Milyon-Million TL);"TEVSİ, MODERNİZASYON NAKİL
ENLARGEMENT MODERNİZATİON
 AND MOVİNG";1996-11-21;2000-08-31
IDAS;1999;116.500;(Milyon-Million TL);---;(Milyon-Million TL);"Sünger Üretim Tesisi (Bozüyük) 
 Polyurethane Foam Production Plant";2000-07-01;2000-09-01
IHEVA;1999;3.600.000;(Milyon-Million TL);"93.271 (1997)
545.400 (1998)
122.670 (1999)";(Milyon-Million TL);"02.02.1998 tarih ve 03299 Sayılı Yatırım Teşvik  Belgesi kapsamındaki yatırımlar ; Enjeksiyon Makinaları , Üçlü Set (Ocak , Fırın , Bulaşık Makinası), Teflon Tencere Üretim Tesisi , Çelik ve Düdüklü Tencere Üretim Tesisi , Vantilatör , Bina Tipi Su Arıtma , Hafızalı Telefon  , Elektrikli Kombi , Halı Yıkama , Motor Üretim Tesisi 
 
The content of application, for investment incentive cerficate dated 02.02.1998 and number 03299 are Injection Moulding Machines and Plastic Production Plant , Appliance Plant and Installation to Produce Triple Set (Owen, Cooker , Dish Washer ), Ptfe  Cookware Production Plant , Steel Cookware Production Plant , Air Fan Production Facility Production Plant , 900 Mhz Cordless Telephone Production Plant , Electrical Combi Heater Production Plant , Wet and Dry Carpet Cleaner Production Plant , Electric Motor Production Plant .";1997-12-09;2000-12-31
IHFIN;1999;$ 2,738,809;(Milyon-Million TL);$335,000;;"ÇAĞRI MERKEZİ
Call Center
";1999-12-16;2000-05-31
IHFIN;1999;$ 828,080;(Milyon-Million TL);                                -;;"İNTERNET BANKACILIĞI PROJESİ
Internet Bankıng Project
";2000-03-27;2000-08-31
IHFIN;1999;$ 2,974,076;(Milyon-Million TL);                                  -;;"ATM ve KREDİ KARTLARI  PROJESİ
Atm & Credıt Card Project 
";1999-01-01;1999-01-01
IHFIN;1999;$433,000;(Milyon-Million TL);-;;"POİNT OF SALES & SMART CARD PROJESİ
Pos & Smart Card  Project";1999-01-01;1999-01-01
INTEM;1999;-;(Milyon-Million TL);-;(Milyon-Million TL);"                -
";1999-01-01;1999-01-01
IZMDC;1999;7.830.000;(Milyon-Million TL);8.444.000;(Milyon-Million TL);"GEMİ İTHALİ
(Vessel Import)";1999-04-19;1999-12-31
IZMDC;1999;207.000;(Milyon-Million TL);--;(Milyon-Million TL);"TAMAMLAMA YATIRIMI
(Establishment Completion Investment)";1999-11-19;2000-11-19
IZOCM;1999;806.600;(Milyon-Million TL);-;(Milyon-Million TL);"POLİSTİREN-STYROPOR KOMPLE YENİ YATIRIM
 (Polyestrene And Straphor New Investment)";1998-10-08;2000-10-31
IZOCM;1999;245.200;(Milyon-Million TL);11.206;(Milyon-Million TL);"PLASTİKLER MODERNİZASYON-TEVSİ
 (Polyestrene And Straphor Extensıon- Modernısatıon)";1998-05-01;2000-12-31
IZOCM;1999;842.983;(Milyon-Million TL);632.237;(Milyon-Million TL);"KAUÇUK KOMPLE YENİ YATIRIM
 (Rubber New Investment)";1999-01-07;2001-01-31
IZOCM;1999;569.990;(Milyon-Million TL);-;(Milyon-Million TL);"CAMYÜNÜ YENİLEME-MODERNİZASYON
 (Glass Wool Re-Constructıon –Modernısatıon)";1999-10-07;2001-10-31
IZOCM;1999;147.900;(Milyon-Million TL);68.034;(Milyon-Million TL);"POLİSTİREN-STYROPOR MODERNİZASYON- TEVSİ
 (Polyestren And Straphor Extensıon-Modernısatıon)";1998-04-01;2000-12-31
KAPLM;1999;651.370;(Milyon-Million TL);-;(Milyon-Million TL);Modernizasyon (Proje);2000-01-20;2000-12-31
KARSN;1999;118.450.000;( $ );42.342.072;( $ );"KOMPLE YENİ FABRİKA YATIRIMI  ***
Complete new plant investment";1997-12-16;1999-12-31
KARSN;1999;1.240.000;( $ );963.504;( $ );"ÇEVRE KORUMA
Environmental conservation investment";1999-03-04;2001-03-01
KARTN;1999;450.000;(Milyon-Million TL);;(Milyon-Million TL);"GAZ TÜRBİNİ YATIRIMI
Gas Turbine Investment";1999-01-01;1999-01-01
KARTN;1999;3.000.000;(Milyon-Million TL);;(Milyon-Million TL);"KARTON MAKİNASI MODERNİZASYONU
Board Machine Modernization Inv.";1999-01-01;1999-01-01
KAVPA;1999;-;(Milyon-Million TL);-;(Milyon-Million TL);-;1999-01-01;1999-01-01
KENT;1999;8.067.610;(Milyon-Million TL);12.359.001;(Milyon-Million TL);"KOMPLE YENİ YATIRIM-BÜYÜK PROJE 
COMPLATE NEW INWESTMENT – BIG PROJECT)";1994-11-01;2000-09-30
