Firm;Year;EstInvAmount;unitEA;RealizedInvAmount;unitRA;Inv_Name;beg_date;end_date
THYAO;1998;1.047.683;(Milyon-Million TL);592.272;(Milyon-Million TL);"UÇUŞ EĞİTİM PROJESİ
(Flıght Traınıng Project)";1998-01-01;1999-01-01
THYAO;1998;4.172;(Milyon-Million TL);-;(Milyon-Million TL);"III. BAKIM ÜSSÜ ETÜDÜ
(Iıı.Maıntenance Center Study)";1997-01-01;1999-01-01
THYAO;1998;4.581.453;(Milyon-Million TL);3.027.536;(Milyon-Million TL);"II. BAKIM ÜSSÜ PROJESİ
(Iı.Maıntenance Center Project)";1986-01-01;1999-01-01
THYAO;1998;329.800;(Milyon-Million TL);88.651;(Milyon-Million TL);"REVİZYON TEÇHİZATI PROJESİ
(Revısıon Equıpment Project)";1998-01-01;1998-01-01
THYAO;1998;6.975;(Milyon-Million TL);-;(Milyon-Million TL);"ANKARA BAKIM ÜSSÜ ETÜDÜ
(Ankara Maıntenance Center Study)";1998-01-01;1998-01-01
THYAO;1998;165.600;(Milyon-Million TL);110.048;(Milyon-Million TL);"TAŞIT ONARIM İÇDEMİ PROJESİ
(Renewal Vehıcle Project)";1998-01-01;1998-01-01
THYAO;1998;818.000;(Milyon-Million TL);453.977;(Milyon-Million TL);"ULAŞTIRMA-YENİLEME PROJESİ
(Renewal Transportatıon Project)";1998-01-01;1998-01-01
THYAO;1998;75.291.369;(Milyon-Million TL);2.401.437;(Milyon-Million TL);"OKOM UÇAKLARI TEMİNİ PROJESİ
(Provıdıng Okom Aırcrafts Project)";1997-01-01;2002-01-01
THYAO;1998;98.005.977;(Milyon-Million TL);17.659.344;(Milyon-Million TL);TOPLAM;1998-01-01;1998-01-01
TIRE;1998;390.000;(Milyon-Million TL);367.921;(Milyon-Million TL);"Oluklu Kuru Kısım Ekipmanları
Dry-end";1998-01-01;1998-01-01
TKBNK;1998;-;(Milyon-Million TL);-;(Milyon-Million TL);-;1998-01-01;1998-01-01
TNSAS;1998;1.695.489;(Milyon-Million TL);1.139.968;(Milyon-Million TL);-MARMARİS MAĞAZASI;1997-06-05;1999-06-30
TNSAS;1998;2.152.843;(Milyon-Million TL);2.393.392;(Milyon-Million TL);-MAĞAZALAR MODERNİZASYONU;1995-08-20;1998-12-31
TNSAS;1998;281.272;(Milyon-Million TL);110.679;(Milyon-Million TL);-ENTEGRE ET TESİSLERİ;1995-12-28;1999-04-30
TNSAS;1998;549.001;(Milyon-Million TL);420.232;(Milyon-Million TL);-KARŞIYAKA ALAYBEY MAĞ.;1998-07-22;2000-07-22
TNSAS;1998;2.928.168;(Milyon-Million TL);-;(Milyon-Million TL);-BORNOVA AVM.;1998-07-22;2000-07-22
TOASO;1998;22.065.110;(Milyon-Million TL);12.106.270;(Milyon-Million TL);"Model ve Yenileme
Model and Renovation";1998-01-01;1998-12-31
TOASO;1998;8.336.480;(Milyon-Million TL);5.744.000;(Milyon-Million TL);"Modernizasyon ve Kalite
Modernisation and Quality";1998-01-01;1998-12-31
TOFAS;1998;-;(Milyon-Million TL);-;(Milyon-Million TL);-;1998-01-01;1998-01-01
TPBNK;1998;625,440;(Milyon-Million TL);35,732;(Milyon-Million TL);"PHOENIX BİREYSEL BANKACILIK VE TİCARİ FİNANS SİSTEMİ 
(Phoenıx  Retaıl Banking And Trade Finance Systems )";1998-09-16;2000-03-31
TSKB;1998;-;(Milyon-Million TL);-;(Milyon-Million TL);-;1998-01-01;1998-01-01
TUDDF;1998;6.000.000;(Milyon-Million TL);4.131.508;(Milyon-Million TL);"BOZÜYÜK TEVSİ - MODERNİZASYON
(Bozüyük Renovatıon-Modernısatıon)";1996-10-15;1999-06-30
TUDDF;1998;630.000;(Milyon-Million TL);148.639;(Milyon-Million TL);"İNEGÖL MODERNİZASYON
(İnegöl Modernısatıon)";1998-02-25;1999-12-31
TUDDF;1998;1.750.000;(Milyon-Million TL);339.827;(Milyon-Million TL);"BOZÜYÜK MODERNİZASYON
(Bozüyük Modernısatıon)";1998-03-20;1999-12-31
TUKAS;1998;750.000;(Milyon-Million TL);1.852;(Milyon-Million TL);"YENİLEME-MODERNİZASYON
(Renovation-Modernization)";1999-01-01;1999-12-31
TUMTK;1998;4.000.000;(Milyon-Million TL);4.000.000;(Milyon-Million TL);ÜRETİM TESİSİ (Production Facility);1995-12-11;1999-12-31
TUMTK;1998;147.769;(Milyon-Million TL);147.769;(Milyon-Million TL);TEVSİİ (Modernization);1992-09-03;1998-06-30
TUPRS;1998;"38.396.621
11.544.744";(Milyon-Million TL);"4.629.849
762.478";(Milyon-Million TL);" İZMİR RAF. CCR VE İZOMERİZASYON PROJESİ
 İZMİT RAF. İZOMERİZASYON ÜNİTESİ PROJESİ";1998-01-01;1998-01-01
TUPRS;1998;"24.070.454
24.327.795";(Milyon-Million TL);"391.650
392.469";(Milyon-Million TL);"İZMİT RAF. KÜKÜRT GİDERME ÜNİTESİ PROJESİ
İZMİR RAF. KÜKÜRT GİDERME ÜNİTESİ PROJESİ";1998-01-01;1998-01-01
TUPRS;1998;21.963.680;(Milyon-Million TL);41.937;(Milyon-Million TL);KIRIKKALE RAF. KÜKÜRT GİDERME ÜNİTESİ PROJESİ;1998-01-01;2001-01-01
TUPRS;1998;44.322.369;(Milyon-Million TL);-;(Milyon-Million TL);İZMİT RAF. YENİ REFORMER ÜNİTESİ PROJESİ;1998-01-01;2002-01-01
Turcas;1998;400;(Milyon-Million TL);348;(Milyon-Million TL);"ALİAĞA  KUR.BENZİN STOK ARtırmaPROj
(Aliağa Unleaded Stock Capacity Optimization Proj.)";1997-01-01;1999-01-01
Turcas;1998;650;(Milyon-Million TL);599;(Milyon-Million TL);AMBARLI  DEPOLAMA KONTEYNER PROJ. (Ambarlı Tank Project);1998-01-01;1999-01-01
Turcas;1998;12.500;(Milyon-Million TL);8.442;(Milyon-Million TL);AMBARLI DENİZALTI BORU HATTI PROJESİ (Ambarlı UnderwaterPipeline Project);1997-01-01;1999-01-01
Turcas;1998;50.000;(Milyon-Million TL);35.977;(Milyon-Million TL);KÖRFEZ DOLUM TESİSİ YANGIN PROJESİ (Körfez Terminal Fire Project);1997-01-01;1999-01-01
Turcas;1998;1.200;(Milyon-Million TL);1.019;(Milyon-Million TL);ALİAĞA TANK DİREHM HATTI PROJESİ  (Aliağa Tank Drain Line);1998-01-01;1999-01-01
Turcas;1998;700;(Milyon-Million TL);142;(Milyon-Million TL);ALİAĞA SEVİYE ÖLÇÜM TERM.PROJESİ (Aliağa Level Measuring System);1998-01-01;1999-01-01
Turcas;1998;40.000;(Milyon-Million TL);4.296;(Milyon-Million TL);KÖRFEZ OTOMASYON SİSTEMİ PROJ.     (Körfez Automatin Project);1998-01-01;1999-01-01
UCAK;1998;1999;(Milyon-Million TL);23.772;(Milyon-Million TL);"İSTANBUL ÜNİTESİ YATIRIMLARI
(Istanbul Unıt’s Investments)";1998-01-01;1998-01-01
UCAK;1998;1999;(Milyon-Million TL);150;(Milyon-Million TL);"ANKARA RESTORANT PROJESİ
(Ankara Restaurant Project)";1998-01-01;1998-01-01
UCAK;1998;1999;(Milyon-Million TL);14;(Milyon-Million TL);"DİĞER PROJELER
(Other Projects)";1998-01-01;1998-01-01
UKIM;1998;819.880;(Milyon-Million TL);336.961;(Milyon-Million TL);"TEVSİİ YATIRIM
 ";1997-09-01;1999-09-30
UNYEC;1998;617.089.;(Milyon-Million TL);-;(Milyon-Million TL);"Çimento Hazır Harç ve Beton Üretimi(Bafra)
(Production of Ready to use Cement Mortar and Concrete(Bafra))";1997-11-11;1999-09-30
UNYEC;1998;710.843.;(Milyon-Million TL);405.180;(Milyon-Million TL);"Çimento Hazır Harç ve Beton Üretimi(Samsun)
(Prduction of Ready to use Cement Mortar and Concrete(Samsun))";1997-09-19;1999-09-30
UNYEC;1998;1.903.313.;(Milyon-Million TL);625.953;(Milyon-Million TL);"Klinker ve Çimento Üretimi
(Production of Clinker and Cement)";1998-06-08;2000-06-08
USAK;1998;3.587.000;(Milyon-Million TL);683.400;(Milyon-Million TL);"YER KAROSU (Y.K.)
(Floor Tıle F.T)";1996-04-11;1999-12-31
UZEL;1998;789.880;(Milyon-Million TL);774.692;(Milyon-Million TL);"Etüd Proje , Arsa
 Land";1997-01-01;2000-01-01
UZEL;1998;2.591.013;(Milyon-Million TL);528.023;(Milyon-Million TL);"Fabrika ve Diğer İnşaat 
 Building";1997-01-01;2000-01-01
UZEL;1998;7.146.542;(Milyon-Million TL);3.464262;(Milyon-Million TL);"Makina ve Teçhizat 
 Machinery";1997-01-01;2000-01-01
UZEL;1998;2.653.448;(Milyon-Million TL);16.960;(Milyon-Million TL);"Diğer 
 Other";1997-01-01;2000-01-01
VAKKO;1998;-;(Milyon-Million TL);- ;(Milyon-Million TL);-;1998-01-01;1998-01-01
VANET;1998;209,620;(Milyon-Million TL);71,845;(Milyon-Million TL);" Şarküteri Ek Tesisi
(Additional market product facilities)";1996-02-16;1999-12-31
VESTL;1998;2.837.654;(Milyon-Million TL);2.837.654;(Milyon-Million TL);"TEVSİ / MODERNİZASYON
 (Modernization)";1996-12-06;1998-12-06
VESTL;1998;6.456.600;(Milyon-Million TL);6.456.600;(Milyon-Million TL);"TEVSİ / MODERNİZASYON
 (Modernization)";1997-04-30;1999-04-30
VESTL;1998;25.301.135;(Milyon-Million TL);9.108.408;(Milyon-Million TL);"TEVSİ / MODERNİZASYON
 (Modernization)";1998-01-01;2000-01-01
VKING;1998;5.782.756;(Milyon-Million TL);1.251.333;(Milyon-Million TL);Komple yeni yatırım (New investment plant);1996-10-15;1999-12-31
YABNK;1998;-;(Milyon-Million TL);-;(Milyon-Million TL);-;1998-01-01;1998-01-01
YASAS;1998;"163.055
";($);51.226;(Milyon-Million TL);"BİLGİ İŞLEM SİSTEMİ
(Data Processıng Systems)";1996-12-01;2000-12-01
YATAS;1998;268.260.-;(Milyon-Million TL);415.623.-;(Milyon-Million TL);"KOLTUK-OTURMA GRB.YATIRIMI
(Sofabed-Leavıng Roomset Investment)";1996-09-30;1999-06-30
YATAS;1998;572.838.-;(Milyon-Million TL);285.409.-;(Milyon-Million TL);"YATAK FABRİKASI YATIRIMI
(Mattress Fabrıc Investment)";1998-06-30;1998-12-31
YKBNK;1998;39,4;(Milyon-Million $);26,2;(Milyon-Million $);"TEKNOLOJİK ALT YAPI VE ŞUBE DESTEK YATIRIMLARI
(Investments for network and technological support for branches)";1998-01-01;1999-01-01
YKBNK;1998;65,1;(Milyon-Million $);54,1;(Milyon-Million $);"TEKNOLOJİK YENİ ÜRÜN VE SİSTEM YATIRIMLARI
(Investments for technologically supported new products and systems)";NA;1999-01-01
YKBNK;1998;6,8;(Milyon-Million $);0,6;(Milyon-Million $);"2000 YILI UYUMLULUK ÇALIŞMASI
(Year 2000 compliance investment)";1998-01-01;1998-01-01
ABANA;1999;110.000.-;(Milyon-Million TL);---;(Milyon-Million TL);"FABR. BİNASI İNŞ. (PROJE)
FACTORY BUILDING (PROJECT)";1999-01-01;1999-01-01
ADANA;1999;6.443.180;(Milyon-Million TL);6.304.590;(Milyon-Million TL);"3-4 ÇİMENTO DEĞİRMENİ MODİFİKASYONU
MODIFICATION OF CEMENT MILLS 3 AND 4";1999-01-01;2000-01-01
ADANA;1999;845.675;(Milyon-Million TL);845.675;(Milyon-Million TL);"HAZIR BETON YATIRIMLARI 
READY-MIX CONCRETE INVESTMENTS";1999-01-01;1999-01-01
ADANA;1999;3.675.482;(Milyon-Million TL);3.675.482;(Milyon-Million TL);MODERNİZASYON YATIRIMLARI MODERNIZATION INVESTMENTS;1999-01-01;1999-01-01
ADANA;1999;400.000;(Milyon-Million TL);366.698;(Milyon-Million TL);KAHRAMANMARAŞ PAKETLEME TESİSİ K.MARAŞ PACKING PLANT;1999-01-01;2000-01-01
ADEL;1999;153.907;(Milyon-Million TL);136.977;(Milyon-Million TL);MODERNİZASYON –YENİLEME (MODERNIZATION-RENOVATION INVESTMENTS);1999-01-01;2000-01-01
AFYON;1999;1.150.576;(Milyon-Million TL);205.223;(Milyon-Million TL);"ÇİMENTO DEĞİRMENİ
 (CEMENT MILL)";1998-01-01;2001-01-01
AGIDA;1999;16.368.000;(Milyon-Million TL);7.038.240;(Milyon-Million TL);"Genel Tevsii Modernizasyon Yatırımı 
(General Modernization and Renovation)";1996-12-01;2000-06-30
AGIDA;1999;1.861.355;(Milyon-Million TL);---;(Milyon-Million TL);"Kojenerasyon Yatırımı “Proje”
 (Co-generator for Electric Production “Project”)";1997-12-29;1999-12-31
AKALT;1999;4.272.778;(Milyon-Million TL);339.122;(Milyon-Million TL);"YALOVA MODERNİZASYON
(YALOVA MODERNISATION)";1995-12-08;1999-12-31
AKALT;1999;228.178;(Milyon-Million TL);34.529;(Milyon-Million TL);"YALOVA DARBOĞAZ GİDERME
(YALOVA BOTTLENECK PREVENTION)";1996-01-01;2000-09-30
AKALT;1999;3.542.421;(Milyon-Million TL);1.777.055;(Milyon-Million TL);"YALOVA TEVSİ MODERNİZASYON 
(YALOVA INVESMENT FOR CAPACITY)";1996-09-26;1999-12-31
AKALT;1999;54.827;(Milyon-Million TL);29.832;(Milyon-Million TL);"BOZÜYÜK YATIRIM YENİLEME
(BOZÜYÜK RENEWAL OF THE INVESTMENT)";1993-07-01;1999-12-31
AKALT;1999;559.469;(Milyon-Million TL);398.425;(Milyon-Million TL);"YALOVA BOY.KALİTE GELİŞTİRME
(YALOVA DYEHOUSE QUALITY IMPROVEMENT)";1999-07-19;2001-07-19
AKBNK;1999;77.625.000;(Milyon-Million TL);51.300.000;(Milyon-Million TL);"Akbank 2000 Yenileme
 ( Akbank 2000 Renovation)";1995-01-01;2000-01-01
AKCNS;1999;1.253.902;(Milyon-Million TL);11.400;(Milyon-Million TL);"KARAMÜRSEL  TERMINALİ
(KARAMURSEL TERMINAL)";1999-01-01;2000-01-01
AKCNS;1999;1.786.000;(Milyon-Million TL);1.301.063;(Milyon-Million TL);"1-3 TESİS TRAFO ÜNİT-DEVRE KESİCİLERİ
(TRANSFORMER STATIONS)";1999-01-01;2000-01-01
AKCNS;1999;1.886.670;(Milyon-Million TL);85.725;(Milyon-Million TL);"1. FIRIN OTOMASYONU
(KILN AUTOMATION)";1999-01-01;2000-01-01
AKCNS;1999;26.361;(Milyon-Million TL);26.361;(Milyon-Million TL);"İDAME YATIRIMLAR
(INVESTMENTS WITHOUT INCENTIVE)";1999-01-01;2000-01-01
AKIPD;1999;8.946.426;(Milyon-Million TL);2.835.430;(Milyon-Million TL);"MEGA YATIRIM
MEGA INVESTMENT";1993-05-28;1999-06-30
AKSA;1999;26.753.661;(Milyon-Million TL);4.608.440;(Milyon-Million TL);"KOMPLE YENİ YATIRIM 
 (COMPLETE NEW İNVESTMENT)";1996-11-22;2000-12-31
AKSA;1999;4.946.400;(Milyon-Million TL);2.349.391;(Milyon-Million TL);"ATIKSU ARITMA
 (WASTE WATER PURIFICATION)";1999-03-25;NA
AKTAS;1999;550,000;(Milyon-Million TL);4,000,000;(Milyon-Million TL);"ŞEHİR ŞEBEKE TEVSİİ
(CITY ELECTRICITY INVESMENT)";1998-01-01;2000-01-01
AKTAS;1999;1,500,000;(Milyon-Million TL);1,255,000;(Milyon-Million TL);"ŞİLE-TEKE ENERJİ NAKİL HATTI
(ŞİLE ENERGY TRANSFER LINE)";1998-01-01;2000-01-01
AKTAS;1999;;(Milyon-Million TL);"
";(Milyon-Million TL);"DUDULLU-GÖKSU ENH
(GÖKSU ENERGY TRANSFERLINE)";1999-01-01;1999-01-01
AKTAS;1999;;(Milyon-Million TL);"
";(Milyon-Million TL);"ÜMRANİYE DÖNÜŞÜM FİDERİ 35 KV
(ÜMRANİYE 35 KV CABLE INVESTMENT)";1999-01-01;1999-01-01
AKTAS;1999;;(Milyon-Million TL);"
";(Milyon-Million TL);"ÜMRANİYE-M.KÖY KABLO TESİSİ 35 KV
(ÜMR.M.KÖY CABLE INVESTMENT 35 KV)";1999-01-01;1999-01-01
ALCAR;1999;4.768.000.-;(Milyon-Million TL);3.840.529.-;(Milyon-Million TL);"Fabrıka Kompleksi
Plant Complex ";1999-01-01;1999-01-01
ALCTL;1999;1142;(Bin-K EURO);129;(Bin-K EURO);"ÜRETİM YATIRIMLARI
 PRODUCTION INVESTMENTS";2000-01-01;2000-12-01
ALCTL;1999;880;(Bin-K EURO);99.4;(Bin-K EURO);"BİLGİ İŞLEM YATIRIMLARI
INFORMATION TECHNOLOGY INVEST.";2000-01-01;2000-12-01
ALCTL;1999;3174;(Bin-K EURO);"358.6
";(Bin-K EURO);"AR & GE YATIRIMLARI
R & D INVESTMENTS";2000-01-01;2000-12-01
ALCTL;1999;2682;(Bin-K EURO);303;(Bin-K EURO);"DİĞER
OTHER";2000-01-01;2000-12-01
ALKIM;1999;1.254.010;(Milyon-Million TL);1.019.098;(Milyon-Million TL);Enerji , Kojenerasyon Yatırımı;1998-03-31;2000-06-30
ALNTF;1999;4,5 MIO $;(Milyon-Million TL);2.1 MIO$;(Milyon-Million TL);"BANKACILIK YAZILIM PROJESİI
 (CORE BANKING SOFTWARE AND HARDWARE PROJECTS)";1997-03-01;2000-07-01
ALTIN;1999;5.477.317;(Milyon-Million TL);1.375.397;(Milyon-Million TL);"MODERNİZASYON
 (MODERNIZATION)";2000-01-01;2000-12-31
ALYAG;1999;"975.000
3.525.200 $";(Milyon-Million TL);"656.175
1.501.346 $";(Milyon-Million TL);TEVSİ YATIRIMI-RAFİNE YAĞ TESİSİ;1998-10-27;2000-12-31
ANACM;1999;1.024.579;(Milyon-Million TL);1.059.997;(Milyon-Million TL);"YATIRIM
 (İNVESTMENTS)";1998-05-21;2000-05-21
ANSGR;1999;54,880;(Milyon-Million TL);31,282;(Milyon-Million TL);"BİLGİ İŞLEM YAZILIM VE 
DONANIM YATIRIMI
(ELEKTRONİK DATA PROCESSING HARDWARE AND SOFTWARE INVESTMENTS)";1998-01-01;2001-07-01
ARAT;1999;895,807;(Milyon-Million TL);808,928;(Milyon-Million TL);"A.O.S.B. FABRİKA 
(A.O.S.B. FACTORY)";1995-08-16;1999-12-31
ARCLK;1999;"       7.923.000.TL
       2.022.000.TL
       1.281.000.TL
          619.000.TL
       7.167.000.TL
          360.000.TL";( MİLYON TL. );"-
-
-
-
-
54 TL.";( MİLYON TL. );"YENİ BUZDOLABI MODELLERİ
ARGE YATIRIMLARI
TEZGAH SEVİYESİ MODERNİZASYONU
B SERİSİ ( ELEKTRİKLİ SÜPÜRGE )
İDAME YATIRIMLARI
ORBİTAL ÇAMAŞIR MAKİNASI";1999-01-01;1999-01-01
ASELS;1999;"
173,728 MİLYON TL";(Milyon-Million TL);"
310,451 MİLYON TL";(Milyon-Million TL);11.TEVSİ İMALAT, ELEKTRONİK HABERLEŞME (MANUFACTURING,ELECTRONIC COMMUNICATION);1993-01-01;1999-01-01
ASELS;1999;"
255,000 MİLYON TL";(Milyon-Million TL);"
316,677 MİLYON TL";(Milyon-Million TL);"12.TEVSİ ÇEŞİTLİ ASKERİ ELEKTRONİK MALZEMELER ÜRETİMİ
(VARIOUS MILITARY ELECTRONIC MATARIALS PRODUCTION) ";1995-01-01;1999-01-01
ASELS;1999;"
1,700,000 MİLYON TL";(Milyon-Million TL);"
1,181,315 MİLYON TL";(Milyon-Million TL);"13.TEVSİ İMALAT-HABERLEŞME 
(MANUFACTURING, COMMUNICATION)";1996-01-01;1999-01-01
ASELS;1999;"
4,400,000 MİLYON TL";(Milyon-Million TL);"
1,331,569 MİLYON TL";(Milyon-Million TL);"14.TEVSİ ÇEŞİTLİ ASKERİ ELEKTRONİK TEÇHİZAT ÜRETİMİ
(VARIOUS MILITARY ELECTRONIC EQUIPMENT PRODUCTION)";1996-01-01;2000-01-01
ASELS;1999;"
2,600,000 MİLYON TL";(Milyon-Million TL);"
1,784,749 MİLYON TL";(Milyon-Million TL);"15.TEVSİ MUHTELİF ASKERİ ELEKTRONİK CİHAZLAR
(VARIOUS MILITARY ELECTRONIC EQUIPMENT)";1996-01-01;2000-01-01
ASLAN;1999;"763.051
";(Milyon-Million TL);101.425;(Milyon-Million TL);"Agrega Yatırımları (x)
(Aggregate Investments)";1997-01-01;2000-01-01
ASLAN;1999;75.412;(Milyon-Million TL);47.454;(Milyon-Million TL);"Değirmen Dişlisi Yatırımı
 (Cement Mill Girth Gear Investment)";1997-01-01;2000-01-01
ASLAN;1999;171.086;(Milyon-Million TL);111.676;(Milyon-Million TL);"Lucie (Üretim Software Programı Yatırımı)
(Lucie)";1998-01-01;2000-01-01
ASLAN;1999;1.023.183;(Milyon-Million TL);409.863;(Milyon-Million TL);"Çimento Değirmeni Separatörü
(Cement Mill High Efficiency Separatör)";1999-01-01;2000-01-01
ASLAN;1999;155.476;(Milyon-Million TL);38.404;(Milyon-Million TL);"Fabrika Mimari Gelişim Yatırımı
 (Plant Architecture İmprovement)";1998-01-01;2000-01-01
ASUZU;1999;20.867.321;(Milyon-Million TL);17.984.881;(Milyon-Million TL);"KOMPLE YENİ YATIRIM
(New Factory Investment)";1995-01-01;2000-12-31
ATEKS;1999;"6.830.186

529.968";(Milyon-Million TL);"4.556.428

300.116";(Milyon-Million TL);"LÜLEBURGAZ FABRİKASI – PROJE
(LÜLEBURGAZ PLANT – PROJECT)
KONFEKSİYON MODERNİZASYONU
(GARMENT MODERNIZATION)";1999-01-01;1999-01-01
AYCES;1999;34.300;(Milyon-Million TL);25.727;(Milyon-Million TL);"BİLGİ İŞLEM YATIRIMLARI
COMPUTER INVESTMENTS";1997-01-01;2001-01-01
AYCES;1999;31.500;(Milyon-Million TL);15.714;(Milyon-Million TL);"YAZLIK DİSCO
 DISCO";1998-01-01;2001-01-01
AYCES;1999;42.000;(Milyon-Million TL);"10.422
";(Milyon-Million TL);"MUTFAK YENİLENMESİ
 RENAVATION OF THE KITCHEN";1999-01-01;2000-01-01
AYCES;1999;8.750;(Milyon-Million TL);2.196;(Milyon-Million TL);"S.Y.M  YENİLENMESİ
 RENAVATION OF THE FITNES CLUB";1999-01-01;2000-01-01
BAKAB;1999;30.000;(Milyon-Million TL);22.837;(Milyon-Million TL);" LOTUS NOTUS YAZILIM 
(LOTUS NOTUS PROG.PROJECT)";1998-02-01;2000-06-30
BAKAB;1999;1.850;(Milyon-Million TL);1.750;(Milyon-Million TL);" KAHRAMANLAR ARSASI
(KAHRAMANLAR BUILDING LAND)";1998-08-03;2000-03-31
BAKAB;1999;6.750;(Milyon-Million TL);6.644;(Milyon-Million TL);"SOĞUTMA SİSTEMİ
(COOLING SYSTEM)";1999-07-01;2000-03-31
BAKAB;1999;55.000;(Milyon-Million TL);51.232;(Milyon-Million TL);" TİFLEX MAKİNALARI
(TIFLEX MACHINES)";1999-12-08;2000-06-30
BANVT;1999;8.334.734;(Milyon-Million TL);3.948.740;(Milyon-Million TL);"Piliç Eti, Karma Yem, Damızlık Civciv, İleri İşlenmiş Ürünler
 (Chicken Meat, Feed Meal, Breeder Stock, Further Processing, Chicken Meal)
";1999-01-27;2001-01-27
BEKO;1999;556;(Milyar-Billon TL);58;(Milyar-Billon TL);"İDAME YATIRIMLARI
(RENEWAL AND SUSTENANCE)";1999-01-01;2000-12-31
BEKO;1999;862;(Milyar-Billon TL);178;(Milyar-Billon TL);"YENİ MODELLER
(NEW MODELS)";1999-01-01;2000-12-31
BEKO;1999;866;(Milyar-Billon TL);25;(Milyar-Billon TL);"MODERNİZASYON
(MODERNIZING)";1999-01-01;2000-12-31
BEKO;1999;466;(Milyar-Billon TL);---;(Milyar-Billon TL);"TEVSİ İNŞAAT
(CONSTRUCTIONAL İNV.)";1999-01-01;2000-12-31
BEKO;1999;675;(Milyar-Billon TL);---;(Milyar-Billon TL);"AR-GE KALİTE LAB.
(R&D-QUALITY LAB.)";1999-01-01;2000-12-31
BEKO;1999;998;(Milyar-Billon TL);621;(Milyar-Billon TL);"DİĞER
(OTHER)";1999-01-01;2000-12-31
BERDN;1999;2000;(Milyon-Million TL);27.893;(Milyon-Million TL);"ÇEŞİTLİ YATIRIMLAR
(MISCELLANEOUS)";1999-01-01;1999-01-01
bfren;1999;1.509.553;(Milyon-Million TL);866.160;(Milyon-Million TL);"TEVSİİ VE MODERNİZASYON
 (EXPANDING & MODERNIZATION)";1996-01-01;2000-06-30
BISAS;1999;1.210.420;(Milyon-Million TL);           Project;(Milyon-Million TL);Denim Kumaş                                          Denim Fabric;1995-11-24;1998-12-31
BOLUC;1999;870.333;(Milyon-Million TL);306.059;(Milyon-Million TL);"ÇİMENTO VE FARİN DEĞ.SEVK.SİS.ELEVATÖRLÜ SİS.GEÇİŞİ
(DISPATCH OF RAW AND CEMENT MILLS’ TRANSTION SYSTEM TO ELEVATOR SYSTEM)";1999-01-01;1999-01-01
BOLUC;1999;266.000;(Milyon-Million TL);46.426;(Milyon-Million TL);"BOLU HAZIR BETON TESİSİ
(BOLU READY-MIXED CONCR.PLANT)";1999-01-01;1999-01-01
BOSSA;1999;142.946;(Milyon-Million TL);131.510;(Milyon-Million TL);"İplik Modernizasyonu
(Yarn Modernization)";1999-11-01;2000-02-29
BOSSA;1999;2.092;(Milyon-Million TL);63;(Milyon-Million TL);"Dokuma - Tevsi
(Weaving Renewal)";1999-10-01;2000-02-29
BOSSA;1999;125.764;(Milyon-Million TL);124.506;(Milyon-Million TL);"Terbiye Modernizasyonu
(Finishing Modernization)";1999-08-01;2000-02-29
BOSSA;1999;45.752;(Milyon-Million TL);27.451;(Milyon-Million TL);"Diğer
(Other)";1999-12-01;2000-03-31
BRISA;1999;"$ 145.000.000
";(Milyon-Million TL);  $.91.985.200;(Milyon-Million TL);"TEVSII MODERNİZASYON YATIRIMI
(PLANT DEVELOPMENT INVESTMENT )
";1995-09-01;2001-12-30
BRMEN;1999;600.000;(Milyon-Million TL);504.256;(Milyon-Million TL);"MODERNİZASYON
 (MODERNİSATION)";1999-06-01;NA
BRSAN;1999;30,100;(Milyon-Million TL);5,678;(Milyon-Million TL);"RS-120 Makinası Modernizasyonu
Modernization of RS-120";1999-01-01;1999-01-01
BRSAN;1999;90,300;(Milyon-Million TL);2,909;(Milyon-Million TL);"İnce Et Kalınlık Üretebilirlik Projesi
Productibility inv.For higher D/t  ";1999-01-01;1999-01-01
BRSAN;1999;45,150;(Milyon-Million TL);1,278;(Milyon-Million TL);"Diğer Modernizasyonlar
 The other modernizations";1999-01-01;1999-01-01
BSOKE;1999;2.602.694;(Milyon-Million TL);236.744;(Milyon-Million TL);"MODERNİZASYON
MODERNİZATİON";1998-10-20;2000-12-31
BTCIM;1999;525.000.-;(Milyon-Million TL);    81.474;(Milyon-MillionTL);"DENİZLİ BETON SANTRALİ 
(DENİZLİ CONCRETE BATCH PLANT)";1997-04-07;2000-04-30
BTCIM;1999;"1.250.000.-
";(Milyon-Million TL);877.006;(Milyon-MillionTL);"BERGAMA  BETON SANTRALİ
(BERGAMA CONCRETE BATCH PLANT)";1999-01-13;2001-01-31
BTCIM;1999;;(Milyon-Million TL);      31.670;(Milyon-MillionTL);"KULA ÖĞÜTME ve PAKETLEME TESİSİ
(KULA CEMENT GRINDING and PACKING PLANT)";1999-01-01;1999-01-01
BURCE;1999;279.402;(Milyon-Million TL);131.538;(Milyon-Million TL);"TEVSİ-MODERNİZASYON
(CAPACITY INCREASE AND MODERNIZATION)";1999-03-16;2000-06-30
BURCE;1999;24.986;(Milyon-Million TL);---;(Milyon-Million TL);"KALİTE DÜZ.DARBOĞAZ GİDERME
(QUALITY IMPROVEMENT BOTTLENECK 
ELEMINATION)";1996-05-13;2000-10-31
BURCE;1999;102.797;(Milyon-Million TL);182.286;(Milyon-Million TL);"KALİTE DÜZ.DARBOĞAZ GİDERME
(QUALITY IMPROVEMENT BOTTLENECK 
ELEMINATION )";1973-08-01;1999-08-31
